binary_id,cwe_id,entry_cwe,entry_symbol
BIN_3450599,CWE-078,,entry_bad
BIN_3451618,CWE-191,,entry_bad
BIN_3451712,CWE-127,,entry_bad
BIN_3451962,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_class_memcpy_109entry_badEv
BIN_3452152,CWE-789,,entry_bad
BIN_3452784,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_array_int_declare_069entry_badEv
BIN_3453209,CWE-415,CWE-415,_ZN38CWE415_Double_Free__new_delete_long_439entry_badEv
BIN_3453717,CWE-190,,entry_bad
BIN_3454215,CWE-121,,entry_bad
BIN_3454240,CWE-680,,entry_bad
BIN_3454318,CWE-134,,entry_bad
BIN_3454742,CWE-194,,entry_bad
BIN_3454834,CWE-190,,entry_bad
BIN_3455042,CWE-036,CWE-036,_ZN61CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_open_149entry_badEv
BIN_3455118,CWE-401,,entry_bad
BIN_3455208,CWE-789,,entry_bad
BIN_3456130,CWE-121,,entry_bad
BIN_3456892,CWE-758,CWE-758,_ZN52CWE758_Undefined_Behavior__struct_pointer_new_use_099entry_badEv
BIN_3457080,CWE-127,,entry_bad
BIN_3457203,CWE-762,CWE-762,_ZN77CWE762_Mismatched_Memory_Management_Routines__delete_array_int64_t_realloc_429entry_badEv
BIN_3457642,CWE-195,,entry_bad
BIN_3458504,CWE-121,,entry_bad
BIN_3459092,CWE-124,,entry_bad
BIN_3459716,CWE-134,,entry_bad
BIN_3459736,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_char_realloc_109entry_badEv
BIN_3460995,CWE-457,,entry_bad
BIN_3461410,CWE-252,,entry_bad
BIN_3461482,CWE-427,,entry_bad
BIN_3461924,CWE-023,CWE-023,_ZN64CWE23_Relative_Path_Traversal__wchar_t_listen_socket_ofstream_329entry_badEv
BIN_3462454,CWE-122,,entry_bad
BIN_3462629,CWE-197,,entry_bad
BIN_3463935,CWE-124,CWE-124,_ZN45CWE124_Buffer_Underwrite__new_wchar_t_loop_029entry_badEv
BIN_3463958,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_class_calloc_049entry_badEv
BIN_3464236,CWE-190,,entry_bad
BIN_3464433,CWE-415,,entry_bad
BIN_3465136,CWE-197,,entry_bad
BIN_3465977,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int64_t_memcpy_019entry_badEv
BIN_3466556,CWE-400,,entry_bad
BIN_3466737,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__delete_int64_t_calloc_439entry_badEv
BIN_3466768,CWE-369,,entry_bad
BIN_3466864,CWE-190,,entry_bad
BIN_3466892,CWE-124,,entry_bad
BIN_3466977,CWE-197,,entry_bad
BIN_3467474,CWE-590,,entry_bad
BIN_3467485,CWE-252,,entry_bad
BIN_3467786,CWE-191,,entry_bad
BIN_3467972,CWE-127,CWE-127,_ZN41CWE127_Buffer_Underread__new_char_ncpy_079entry_badEv
BIN_3468911,CWE-122,,entry_bad
BIN_3469469,CWE-078,,entry_bad
BIN_3469745,CWE-190,CWE-190,_ZN52CWE190_Integer_Overflow__unsigned_int_rand_square_339entry_badEv
BIN_3470021,CWE-194,,entry_bad
BIN_3470334,CWE-253,,entry_bad
BIN_3471082,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_char_calloc_129entry_badEv
BIN_3471770,CWE-617,,entry_bad
BIN_3472512,CWE-253,,entry_bad
BIN_3472918,CWE-134,,entry_bad
BIN_3474480,CWE-773,,entry_bad
BIN_3475050,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_int_realloc_449entry_badEv
BIN_3475985,CWE-480,,entry_bad
BIN_3476082,CWE-427,,entry_bad
BIN_3477103,CWE-078,,entry_bad
BIN_3477109,CWE-122,,entry_bad
BIN_3477302,CWE-078,,entry_bad
BIN_3477391,CWE-134,,entry_bad
BIN_3477751,CWE-377,,entry_bad
BIN_3477862,CWE-078,,entry_bad
BIN_3478075,CWE-680,,entry_bad
BIN_3479061,CWE-121,,entry_bad
BIN_3479700,CWE-023,CWE-023,_ZN48CWE23_Relative_Path_Traversal__char_file_open_029entry_badEv
BIN_3479883,CWE-121,,entry_bad
BIN_3480447,CWE-457,CWE-457,_ZN79CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_189entry_badEv
BIN_3480476,CWE-122,CWE-122,_ZN58CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_char_ncat_439entry_badEv
BIN_3480548,CWE-195,CWE-195,_ZN61CWE195_Signed_to_Unsigned_Conversion_Error__fscanf_memmove_339entry_badEv
BIN_3480712,CWE-190,,entry_bad
BIN_3480993,CWE-758,,entry_bad
BIN_3481500,CWE-510,,entry_bad
BIN_3482603,CWE-126,,entry_bad
BIN_3483088,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_char_malloc_349entry_badEv
BIN_3483124,CWE-457,,entry_bad
BIN_3483316,CWE-124,,entry_bad
BIN_3483439,CWE-134,,entry_bad
BIN_3484983,CWE-415,CWE-415,_ZN45CWE415_Double_Free__new_delete_array_class_129entry_badEv
BIN_3485318,CWE-124,CWE-124,_ZN45CWE124_Buffer_Underwrite__new_char_memmove_169entry_badEv
BIN_3485855,CWE-122,,entry_bad
BIN_3486422,CWE-194,,entry_bad
BIN_3486615,CWE-124,,entry_bad
BIN_3486864,CWE-036,CWE-036,_ZN48CWE36_Absolute_Path_Traversal__char_file_open_149entry_badEv
BIN_3487383,CWE-590,CWE-590,_ZN52CWE590_Free_Memory_Not_on_Heap__delete_int_alloca_109entry_badEv
BIN_3487438,CWE-134,,entry_bad
BIN_3487524,CWE-690,,entry_bad
BIN_3487714,CWE-427,,entry_bad
BIN_3487940,CWE-121,,entry_bad
BIN_3488301,CWE-563,CWE-563,_ZN57CWE563_Unused_Variable__unused_uninit_variable_wchar_t_439entry_badEv
BIN_3488519,CWE-190,,entry_bad
BIN_3488939,CWE-078,,entry_bad
BIN_3489999,CWE-127,,entry_bad
BIN_3490236,CWE-190,,entry_bad
BIN_3491323,CWE-690,,entry_bad
BIN_3491333,CWE-122,,entry_bad
BIN_3491658,CWE-122,,entry_bad
BIN_3491913,CWE-401,CWE-401,_ZN36CWE401_Memory_Leak__new_array_int_339entry_badEv
BIN_3492501,CWE-121,,entry_bad
BIN_3493293,CWE-122,CWE-122,_ZN57CWE122_Heap_Based_Buffer_Overflow__cpp_src_wchar_t_cpy_139entry_badEv
BIN_3493630,CWE-590,CWE-590,_ZN62CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_static_079entry_badEv
BIN_3494460,CWE-761,CWE-761,_ZN66CWE761_Free_Pointer_Not_at_Start_of_Buffer__wchar_t_environment_339entry_badEv
BIN_3495170,CWE-761,,entry_bad
BIN_3496764,CWE-457,CWE-457,_ZN66CWE457_Use_of_Uninitialized_Variable__int_array_declare_no_init_439entry_badEv
BIN_3496770,CWE-124,,entry_bad
BIN_3497272,CWE-121,,entry_bad
BIN_3497972,CWE-415,CWE-415,_ZN46CWE415_Double_Free__new_delete_array_struct_079entry_badEv
BIN_3498126,CWE-078,,entry_bad
BIN_3498475,CWE-253,,entry_bad
BIN_3498560,CWE-761,,entry_bad
BIN_3498971,CWE-127,CWE-127,_ZN41CWE127_Buffer_Underread__new_char_ncpy_169entry_badEv
BIN_3499012,CWE-191,,entry_bad
BIN_3499047,CWE-121,,entry_bad
BIN_3499808,CWE-190,,entry_bad
BIN_3499858,CWE-401,,entry_bad
BIN_3499945,CWE-401,,entry_bad
BIN_3500089,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_class_calloc_459entry_badEv
BIN_3500366,CWE-121,,entry_bad
BIN_3500528,CWE-690,,entry_bad
BIN_3501205,CWE-396,CWE-396,_ZN44CWE396_Catch_Generic_Exception__dotdotdot_049entry_badEv
BIN_3501270,CWE-191,,entry_bad
BIN_3501392,CWE-252,,entry_bad
BIN_3503754,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int64_t_memcpy_189entry_badEv
BIN_3504120,CWE-590,CWE-590,_ZN61CWE590_Free_Memory_Not_on_Heap__delete_class_placement_new_329entry_badEv
BIN_3504694,CWE-124,CWE-124,_ZN41CWE124_Buffer_Underwrite__new_char_cpy_109entry_badEv
BIN_3504751,CWE-126,,entry_bad
BIN_3504969,CWE-121,CWE-121,_ZN58CWE121_Stack_Based_Buffer_Overflow__src_char_alloca_cpy_339entry_badEv
BIN_3505160,CWE-690,,entry_bad
BIN_3505382,CWE-252,,entry_bad
BIN_3505497,CWE-127,,entry_bad
BIN_3506332,CWE-401,CWE-401,_ZN53CWE401_Memory_Leak__new_array_struct_twoIntsStruct_109entry_badEv
BIN_3506767,CWE-122,,entry_bad
BIN_3507953,CWE-078,,entry_bad
BIN_3507995,CWE-126,CWE-126,_ZN43CWE126_Buffer_Overread__new_char_memmove_039entry_badEv
BIN_3508452,CWE-134,,entry_bad
BIN_3508505,CWE-457,,entry_bad
BIN_3508839,CWE-127,,entry_bad
BIN_3508875,CWE-122,,entry_bad
BIN_3509560,CWE-134,,entry_bad
BIN_3510078,CWE-476,,entry_bad
BIN_3510777,CWE-134,,entry_bad
BIN_3511321,CWE-401,,entry_bad
BIN_3511967,CWE-121,CWE-121,_ZN70CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_snprintf_339entry_badEv
BIN_3512015,CWE-457,,entry_bad
BIN_3512702,CWE-457,,entry_bad
BIN_3513165,CWE-197,,entry_bad
BIN_3513264,CWE-036,CWE-036,_ZN60CWE36_Absolute_Path_Traversal__wchar_t_listen_socket_open_119entry_badEv
BIN_3513928,CWE-761,,entry_bad
BIN_3514294,CWE-023,CWE-023,_ZN62CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_069entry_badEv
BIN_3514508,CWE-190,,entry_bad
BIN_3514737,CWE-121,,entry_bad
BIN_3515494,CWE-121,,entry_bad
BIN_3516481,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_array_char_static_069entry_badEv
BIN_3516842,CWE-427,,entry_bad
BIN_3516863,CWE-758,CWE-758,_ZN42CWE758_Undefined_Behavior__long_new_use_149entry_badEv
BIN_3517220,CWE-122,,entry_bad
BIN_3517561,CWE-190,,entry_bad
BIN_3517625,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_console_fopen_049entry_badEv
BIN_3517671,CWE-197,,entry_bad
BIN_3517954,CWE-252,,entry_bad
BIN_3520019,CWE-590,,entry_bad
BIN_3520145,CWE-190,,entry_bad
BIN_3520362,CWE-122,CWE-122,_ZN62CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_listen_socket_459entry_badEv
BIN_3521935,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_long_malloc_149entry_badEv
BIN_3522042,CWE-190,,entry_bad
BIN_3522122,CWE-762,CWE-762,_ZN63CWE762_Mismatched_Memory_Management_Routines__new_free_class_079entry_badEv
BIN_3522334,CWE-122,,entry_bad
BIN_3523072,CWE-789,,entry_bad
BIN_3523283,CWE-126,,entry_bad
BIN_3523429,CWE-134,,entry_bad
BIN_3524549,CWE-127,,entry_bad
BIN_3524885,CWE-195,,entry_bad
BIN_3525674,CWE-195,,entry_bad
BIN_3527672,CWE-122,,entry_bad
BIN_3527885,CWE-191,,entry_bad
BIN_3528136,CWE-401,CWE-401,_ZN30CWE401_Memory_Leak__new_int_109entry_badEv
BIN_3529960,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_array_free_int64_t_089entry_badEv
BIN_3530561,CWE-563,,entry_bad
BIN_3531474,CWE-590,CWE-590,_ZN61CWE590_Free_Memory_Not_on_Heap__delete_array_struct_alloca_069entry_badEv
BIN_3531560,CWE-681,,entry_bad
BIN_3531807,CWE-590,CWE-590,_ZN63CWE590_Free_Memory_Not_on_Heap__delete_array_int64_t_declare_099entry_badEv
BIN_3531868,CWE-369,,entry_bad
BIN_3531985,CWE-121,,entry_bad
BIN_3532044,CWE-401,,entry_bad
BIN_3532783,CWE-190,,entry_bad
BIN_3533266,CWE-121,,entry_bad
BIN_3533394,CWE-121,,entry_bad
BIN_3533404,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_console_fopen_339entry_badEv
BIN_3533637,CWE-023,CWE-023,_ZN56CWE23_Relative_Path_Traversal__char_environment_fopen_429entry_badEv
BIN_3533852,CWE-124,,entry_bad
BIN_3534504,CWE-121,,entry_bad
BIN_3534915,CWE-511,,entry_bad
BIN_3534935,CWE-401,CWE-401,_ZN51CWE401_Memory_Leak__struct_twoIntsStruct_realloc_439entry_badEv
BIN_3535075,CWE-590,CWE-590,_ZN54CWE590_Free_Memory_Not_on_Heap__delete_long_declare_169entry_badEv
BIN_3535947,CWE-590,,entry_bad
BIN_3536676,CWE-590,CWE-590,_ZN58CWE590_Free_Memory_Not_on_Heap__delete_array_int_alloca_149entry_badEv
BIN_3538667,CWE-789,,entry_bad
BIN_3538675,CWE-122,,entry_bad
BIN_3538733,CWE-134,,entry_bad
BIN_3538808,CWE-190,,entry_bad
BIN_3539357,CWE-401,,entry_bad
BIN_3539408,CWE-126,,entry_bad
BIN_3539434,CWE-416,,entry_bad
BIN_3539656,CWE-762,CWE-762,_ZN62CWE762_Mismatched_Memory_Management_Routines__new_free_char_219entry_badEv
BIN_3540040,CWE-127,,entry_bad
BIN_3540205,CWE-126,,entry_bad
BIN_3541045,CWE-570,,entry_bad
BIN_3541322,CWE-191,,entry_bad
BIN_3541370,CWE-761,,entry_bad
BIN_3541635,CWE-134,,entry_bad
BIN_3541741,CWE-761,,entry_bad
BIN_3542991,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_loop_319entry_badEv
BIN_3543223,CWE-416,CWE-416,_ZN45CWE416_Use_After_Free__malloc_free_wchar_t_439entry_badEv
BIN_3543422,CWE-367,,entry_bad
BIN_3543444,CWE-127,,entry_bad
BIN_3544070,CWE-126,CWE-126,_ZN43CWE126_Buffer_Overread__new_wchar_t_loop_089entry_badEv
BIN_3544144,CWE-122,CWE-122,_ZN51CWE122_Heap_Based_Buffer_Overflow__placement_new_319entry_badEv
BIN_3544329,CWE-122,,entry_bad
BIN_3544647,CWE-078,,entry_bad
BIN_3545638,CWE-401,,entry_bad
BIN_3545673,CWE-457,CWE-457,_ZN75CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_149entry_badEv
BIN_3545933,CWE-127,CWE-127,_ZN41CWE127_Buffer_Underread__new_char_ncpy_219entry_badEv
BIN_3545986,CWE-194,,entry_bad
BIN_3546650,CWE-122,CWE-122,_ZN63CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_connect_socket_219entry_badEv
BIN_3547693,CWE-761,,entry_bad
BIN_3548142,CWE-400,,entry_bad
BIN_3548928,CWE-078,,entry_bad
BIN_3549238,CWE-563,,entry_bad
BIN_3549307,CWE-197,,entry_bad
BIN_3549554,CWE-758,,entry_bad
BIN_3549665,CWE-121,,entry_bad
BIN_3551326,CWE-415,CWE-415,_ZN44CWE415_Double_Free__new_delete_array_long_179entry_badEv
BIN_3551390,CWE-126,,entry_bad
BIN_3551411,CWE-078,,entry_bad
BIN_3551644,CWE-122,,entry_bad
BIN_3551690,CWE-195,,entry_bad
BIN_3552803,CWE-457,,entry_bad
BIN_3553357,CWE-121,,entry_bad
BIN_3553452,CWE-121,,entry_bad
BIN_3553954,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__delete_struct_malloc_049entry_badEv
BIN_3554096,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__delete_array_char_malloc_419entry_badEv
BIN_3554462,CWE-078,,entry_bad
BIN_3554466,CWE-190,,entry_bad
BIN_3554708,CWE-789,,entry_bad
BIN_3555551,CWE-758,,entry_bad
BIN_3555681,CWE-762,CWE-762,_ZN77CWE762_Mismatched_Memory_Management_Routines__delete_array_wchar_t_realloc_419entry_badEv
BIN_3555899,CWE-401,CWE-401,_ZN34CWE401_Memory_Leak__new_int64_t_169entry_badEv
BIN_3556039,CWE-546,,entry_bad
BIN_3556470,CWE-685,,entry_bad
BIN_3557151,CWE-078,,entry_bad
BIN_3557533,CWE-427,,entry_bad
BIN_3558157,CWE-078,,entry_bad
BIN_3558473,CWE-121,,entry_bad
BIN_3559065,CWE-762,CWE-762,_ZN65CWE762_Mismatched_Memory_Management_Routines__new_free_wchar_t_149entry_badEv
BIN_3559226,CWE-457,CWE-457,_ZN74CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_039entry_badEv
BIN_3559380,CWE-078,,entry_bad
BIN_3559607,CWE-762,CWE-762,_ZN68CWE762_Mismatched_Memory_Management_Routines__delete_long_realloc_189entry_badEv
BIN_3560073,CWE-427,,entry_bad
BIN_3560312,CWE-398,,entry_bad
BIN_3561135,CWE-121,,entry_bad
BIN_3561642,CWE-190,,entry_bad
BIN_3561858,CWE-482,,entry_bad
BIN_3561966,CWE-476,,entry_bad
BIN_3562080,CWE-253,,entry_bad
BIN_3563605,CWE-680,CWE-680,_ZN56CWE680_Integer_Overflow_to_Buffer_Overflow__new_fgets_419entry_badEv
BIN_3563810,CWE-401,CWE-401,_ZN34CWE401_Memory_Leak__new_int64_t_459entry_badEv
BIN_3564729,CWE-036,CWE-036,_ZN61CWE36_Absolute_Path_Traversal__wchar_t_connect_socket_open_329entry_badEv
BIN_3566047,CWE-617,,entry_bad
BIN_3566133,CWE-415,,entry_bad
BIN_3567100,CWE-197,,entry_bad
BIN_3567896,CWE-390,,entry_bad
BIN_3568106,CWE-590,,entry_bad
BIN_3568430,CWE-367,,entry_bad
BIN_3568839,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE806_wchar_t_ncpy_099entry_badEv
BIN_3569122,CWE-197,,entry_bad
BIN_3569450,CWE-124,,entry_bad
BIN_3569612,CWE-190,,entry_bad
BIN_3572382,CWE-457,,entry_bad
BIN_3573409,CWE-023,CWE-023,_ZN58CWE23_Relative_Path_Traversal__char_connect_socket_open_169entry_badEv
BIN_3573752,CWE-126,CWE-126,_ZN42CWE126_Buffer_Overread__new_char_memcpy_449entry_badEv
BIN_3573898,CWE-191,,entry_bad
BIN_3574243,CWE-758,,entry_bad
BIN_3575524,CWE-789,,entry_bad
BIN_3575958,CWE-122,CWE-122,_ZN53CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_339entry_badEv
BIN_3576222,CWE-253,,entry_bad
BIN_3576228,CWE-191,,entry_bad
BIN_3576414,CWE-134,,entry_bad
BIN_3577207,CWE-036,CWE-036,_ZN59CWE36_Absolute_Path_Traversal__char_environment_ifstream_019entry_badEv
BIN_3577226,CWE-124,,entry_bad
BIN_3577256,CWE-789,CWE-789,_ZN57CWE789_Uncontrolled_Mem_Alloc__new_char_connect_socket_029entry_badEv
BIN_3577677,CWE-457,CWE-457,_ZN65CWE457_Use_of_Uninitialized_Variable__new_double_array_no_init_089entry_badEv
BIN_3577789,CWE-476,CWE-476,_ZN42CWE476_NULL_Pointer_Dereference__struct_339entry_badEv
BIN_3577922,CWE-121,,entry_bad
BIN_3578012,CWE-590,,entry_bad
BIN_3578416,CWE-762,CWE-762,_ZN67CWE762_Mismatched_Memory_Management_Routines__new_array_free_int_149entry_badEv
BIN_3578506,CWE-122,CWE-122,_ZN54CWE122_Heap_Based_Buffer_Overflow__cpp_src_char_cat_349entry_badEv
BIN_3578755,CWE-191,,entry_bad
BIN_3578843,CWE-401,CWE-401,_ZN40CWE401_Memory_Leak__new_array_wchar_t_349entry_badEv
BIN_3579346,CWE-252,,entry_bad
BIN_3579447,CWE-036,CWE-036,_ZN56CWE36_Absolute_Path_Traversal__char_environment_fopen_109entry_badEv
BIN_3579849,CWE-122,CWE-122,_ZN54CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_fgets_439entry_badEv
BIN_3580593,CWE-023,CWE-023,_ZN55CWE23_Relative_Path_Traversal__wchar_t_file_ofstream_039entry_badEv
BIN_3581571,CWE-078,,entry_bad
BIN_3582352,CWE-036,CWE-036,_ZN52CWE36_Absolute_Path_Traversal__char_file_ifstream_079entry_badEv
BIN_3582605,CWE-680,,entry_bad
BIN_3582749,CWE-253,,entry_bad
BIN_3583179,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_delete_array_class_349entry_badEv
BIN_3583818,CWE-197,,entry_bad
BIN_3583981,CWE-122,CWE-122,_ZN60CWE122_Heap_Based_Buffer_Overflow__cpp_CWE193_wchar_t_cpy_039entry_badEv
BIN_3584071,CWE-191,,entry_bad
BIN_3584712,CWE-122,CWE-122,_ZN62CWE122_Heap_Based_Buffer_Overflow__cpp_CWE129_listen_socket_329entry_badEv
BIN_3584988,CWE-126,,entry_bad
BIN_3585200,CWE-190,,entry_bad
BIN_3585468,CWE-758,,entry_bad
BIN_3586202,CWE-680,,entry_bad
BIN_3586538,CWE-126,,entry_bad
BIN_3586889,CWE-127,,entry_bad
BIN_3586991,CWE-666,,entry_bad
BIN_3586997,CWE-134,,entry_bad
BIN_3587111,CWE-617,,entry_bad
BIN_3587496,CWE-190,,entry_bad
BIN_3587543,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_array_free_wchar_t_129entry_badEv
BIN_3587588,CWE-036,CWE-036,_ZN58CWE36_Absolute_Path_Traversal__char_listen_socket_fopen_189entry_badEv
BIN_3588863,CWE-476,,entry_bad
BIN_3589041,CWE-590,,entry_bad
BIN_3590465,CWE-036,CWE-036,_ZN52CWE36_Absolute_Path_Traversal__wchar_t_file_fopen_419entry_badEv
BIN_3590677,CWE-191,,entry_bad
BIN_3591971,CWE-197,,entry_bad
BIN_3592197,CWE-590,CWE-590,_ZN59CWE590_Free_Memory_Not_on_Heap__delete_array_int_declare_039entry_badEv
BIN_3592904,CWE-426,,entry_bad
BIN_3593887,CWE-126,,entry_bad
BIN_3594273,CWE-121,,entry_bad
BIN_3594834,CWE-253,,entry_bad
BIN_3594944,CWE-253,,entry_bad
BIN_3595527,CWE-190,,entry_bad
BIN_3596235,CWE-122,CWE-122,_ZN59CWE122_Heap_Based_Buffer_Overflow__c_CWE805_char_memmove_339entry_badEv
BIN_3596373,CWE-122,,entry_bad
BIN_3597466,CWE-036,CWE-036,_ZN59CWE36_Absolute_Path_Traversal__wchar_t_environment_fopen_099entry_badEv
BIN_3597531,CWE-563,,entry_bad
BIN_3597604,CWE-122,,entry_bad
BIN_3598088,CWE-078,,entry_bad
BIN_3598241,CWE-190,,entry_bad
BIN_3598243,CWE-190,,entry_bad
BIN_3599184,CWE-121,,entry_bad
BIN_3599448,CWE-253,,entry_bad
BIN_3599572,CWE-401,,entry_bad
BIN_3599683,CWE-457,,entry_bad
BIN_3599787,CWE-457,,entry_bad
BIN_3600002,CWE-590,CWE-590,_ZN62CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_129entry_badEv
BIN_3600250,CWE-190,,entry_bad
BIN_3600263,CWE-191,,entry_bad
BIN_3600474,CWE-134,,entry_bad
BIN_3600556,CWE-121,CWE-121,_ZN62CWE121_Stack_Based_Buffer_Overflow__dest_wchar_t_alloca_cat_339entry_badEv
BIN_3600847,CWE-191,,entry_bad
BIN_3601575,CWE-134,,entry_bad
BIN_3601741,CWE-122,,entry_bad
BIN_3602514,CWE-122,,entry_bad
BIN_3602654,CWE-191,CWE-191,_ZN48CWE191_Integer_Underflow__int_fscanf_multiply_339entry_badEv
BIN_3603193,CWE-134,,entry_bad
BIN_3603819,CWE-122,CWE-122,_ZN65CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_wchar_t_snprintf_429entry_badEv
BIN_3605192,CWE-252,,entry_bad
BIN_3605591,CWE-121,CWE-121,_ZN62CWE121_Stack_Based_Buffer_Overflow__CWE806_char_alloca_loop_439entry_badEv
BIN_3606030,CWE-121,,entry_bad
BIN_3606675,CWE-416,,entry_bad
BIN_3606717,CWE-563,,entry_bad
BIN_3607312,CWE-377,,entry_bad
BIN_3607874,CWE-190,,entry_bad
BIN_3608463,CWE-191,,entry_bad
BIN_3609605,CWE-191,,entry_bad
BIN_3609878,CWE-122,CWE-122,_ZN61CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_wchar_t_ncpy_189entry_badEv
BIN_3610381,CWE-124,,entry_bad
BIN_3610691,CWE-191,,entry_bad
BIN_3611278,CWE-078,,entry_bad
BIN_3611496,CWE-427,,entry_bad
BIN_3611910,CWE-190,,entry_bad
BIN_3611922,CWE-078,,entry_bad
BIN_3612305,CWE-134,,entry_bad
BIN_3612496,CWE-253,,entry_bad
BIN_3612497,CWE-023,CWE-023,_ZN62CWE23_Relative_Path_Traversal__wchar_t_connect_socket_fopen_189entry_badEv
BIN_3612692,CWE-121,CWE-121,_ZN69CWE121_Stack_Based_Buffer_Overflow__CWE806_wchar_t_declare_memmove_339entry_badEv
BIN_3612713,CWE-134,,entry_bad
BIN_3612931,CWE-761,,entry_bad
BIN_3612993,CWE-195,,entry_bad
BIN_3613644,CWE-134,,entry_bad
BIN_3613973,CWE-023,CWE-023,_ZN62CWE23_Relative_Path_Traversal__char_connect_socket_ifstream_179entry_badEv
BIN_3614585,CWE-191,,entry_bad
BIN_3614675,CWE-122,CWE-122,_ZN59CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int_memcpy_089entry_badEv
BIN_3615172,CWE-762,CWE-762,_ZN71CWE762_Mismatched_Memory_Management_Routines__new_array_delete_class_449entry_badEv
BIN_3615458,CWE-590,,entry_bad
BIN_3615648,CWE-124,CWE-124,_ZN44CWE124_Buffer_Underwrite__CWE839_negative_439entry_badEv
BIN_3616020,CWE-190,,entry_bad
BIN_3617406,CWE-190,,entry_bad
BIN_3617802,CWE-190,CWE-190,_ZN45CWE190_Integer_Overflow__short_rand_square_439entry_badEv
BIN_3617891,CWE-415,,entry_bad
BIN_3618102,CWE-121,,entry_bad
BIN_3618342,CWE-762,CWE-762,_ZN76CWE762_Mismatched_Memory_Management_Routines__delete_array_int64_t_malloc_339entry_badEv
BIN_3618449,CWE-190,,entry_bad
BIN_3618482,CWE-121,,entry_bad
BIN_3618750,CWE-762,CWE-762,_ZN74CWE762_Mismatched_Memory_Management_Routines__delete_array_char_realloc_129entry_badEv
BIN_3618825,CWE-762,CWE-762,_ZN73CWE762_Mismatched_Memory_Management_Routines__new_delete_array_int64_t_439entry_badEv
BIN_3620666,CWE-253,,entry_bad
BIN_3620915,CWE-427,,entry_bad
BIN_3620986,CWE-191,,entry_bad
BIN_3621816,CWE-762,CWE-762,_ZN69CWE762_Mismatched_Memory_Management_Routines__delete_struct_calloc_179entry_badEv
BIN_3622442,CWE-252,,entry_bad
BIN_3622528,CWE-127,CWE-127,_ZN41CWE127_Buffer_Underread__new_char_ncpy_019entry_badEv
BIN_3622656,CWE-680,,entry_bad
BIN_3622893,CWE-789,,entry_bad
BIN_3623289,CWE-762,CWE-762,_ZN70CWE762_Mismatched_Memory_Management_Routines__new_delete_array_char_109entry_badEv
BIN_3623626,CWE-127,,entry_bad
BIN_3623640,CWE-457,,entry_bad
BIN_3623921,CWE-190,,entry_bad
BIN_3624046,CWE-134,,entry_bad
BIN_3624294,CWE-023,CWE-023,_ZN61CWE23_Relative_Path_Traversal__wchar_t_listen_socket_fopen_219entry_badEv
