target_bid,split,binary_id,sid,label,cwe,entry_line,high_pc,var_lines,ptr_sig,line_seq_compact,body_len,insn_count,call_count,branch_count,key_body_hex,key_op_full,key_marker_tail,calls,preview
BIN_6537894,train,BIN_1492244,41132,1,CWE-468,17,114,22|23|26,intArray:0|intPointer:1|toPrint:0,18|19|22|23|26|27|29,114,26,1,0,6085586be80f4ec2,cf402597f31096c9,d35fe08b53986cb6,printintline,"push:rbp mov:rbp,rsp sub:rsp,N nop: mov:dwordptr_[rbp-N],1 mov:dwordptr_[rbp-N],2 mov:dwordptr_[rbp-N],3 mov:dwordptr_[rbp-N],4 mov:dwordptr_[rbp-N],5 mov:dwordptr_[rbp-N],6 mov:dwordptr_[rbp-N],7 mov:dwordptr_[rbp-N],8 mov:dwordptr_[rbp-N],9 mov:dwo"
BIN_6537894,test,BIN_6537894,41133,1,CWE-469,21,111,24|25|26|27,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,22|24|25|28|29|31|34|36|38,111,28,3,1,3a00d33df5877b97,473d7ec347403415,ec7d2bef62ab2cac,strchr|exit|printunsignedline,"push:rbp mov:rbp,rsp sub:rsp,N movabs:rax,N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:edx,N mov:rcx,rax call:N mov:qwordptr_[rbp-8],rax cmp:qwordptr_[rbp-8],0 jne:N mov:ecx,1 c"
BIN_6537894,train,BIN_7797754,41134,1,CWE-469,21,111,26|27|28|29,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,22|26|27|30|31|33|36|38|41,111,28,3,1,46b6d915fa1ef890,473d7ec347403415,ec7d2bef62ab2cac,strchr|exit|printunsignedline,"push:rbp mov:rbp,rsp sub:rsp,N movabs:rax,N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:edx,N mov:rcx,rax call:N mov:qwordptr_[rbp-8],rax cmp:qwordptr_[rbp-8],0 jne:N mov:ecx,1 c"
BIN_7190407,train,BIN_7012982,35285,1,CWE-396,-1,-1,,,,385,105,22,10,c7278455e790e1c8,d7934af0c771b0fb,2a53e4541da82976,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume,"push:rbp push:rdi push:rsi push:rbx sub:rsp,N lea:rbp,[rsp+N] mov:rax,qwordptr_[rip+N] mov:eax,dwordptr_[rax] cmp:eax,5 jne:N call:N and:eax,1 and:eax,1 xor:eax,1 test:al,al je:N mov:ecx,N call:N mov:rbx,rax lea:rax,[rip+N] mov:rdx,rax mov:rcx,rbx ca"
BIN_7190407,train,BIN_7608591,35286,1,CWE-396,-1,-1,,,,368,102,22,9,429eeb179ca5ce16,90400c2b11a6354b,2a53e4541da82976,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume,"push:rbp push:rdi push:rsi push:rbx sub:rsp,N lea:rbp,[rsp+N] call:N and:eax,1 and:eax,1 xor:eax,1 test:al,al je:N mov:ecx,N call:N mov:rbx,rax lea:rax,[rip+N] mov:rdx,rax mov:rcx,rbx call:N mov:rdx,qwordptr_[rip+N] lea:rax,[rip+N] mov:r8,rdx mov:rdx"
BIN_7190407,test,BIN_7190407,35289,1,CWE-396,-1,-1,,,,369,103,22,9,621b19e4e488c3a3,7d0f93cf7a3036ec,2a53e4541da82976,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume,"push:rbp push:rdi push:rsi push:rbx sub:rsp,N lea:rbp,[rsp+N] nop: call:N and:eax,1 and:eax,1 xor:eax,1 test:al,al je:N mov:ecx,N call:N mov:rbx,rax lea:rax,[rip+N] mov:rdx,rax mov:rcx,rbx call:N mov:rdx,qwordptr_[rip+N] lea:rax,[rip+N] mov:r8,rdx mo"
BIN_7190407,train,BIN_4451059,35291,1,CWE-397,-1,-1,,,,61,16,3,0,c639ee348ecdca01,4b0575d8873fffb2,1f0d51ef714b04de,__cxa_allocate_exception|.text$_znst9exceptionc1ev|_znst9exceptionc1ev|__cxa_throw,"push:rbp push:rbx sub:rsp,N lea:rbp,[rsp+N] mov:ecx,8 call:N mov:rbx,rax mov:rcx,rbx call:N mov:rdx,qwordptr_[rip+N] lea:rax,[rip+N] mov:r8,rdx mov:rdx,rax mov:rcx,rbx call:N nop:"
BIN_7190407,train,BIN_5940213,35293,1,CWE-397,-1,-1,,,,61,16,3,0,3ddf49d6d98acfa4,4b0575d8873fffb2,1f0d51ef714b04de,__cxa_allocate_exception|.text$_znst9exceptionc1ev|_znst9exceptionc1ev|__cxa_throw,"push:rbp push:rbx sub:rsp,N lea:rbp,[rsp+N] mov:ecx,8 call:N mov:rbx,rax mov:rcx,rbx call:N mov:rdx,qwordptr_[rip+N] lea:rax,[rip+N] mov:r8,rdx mov:rdx,rax mov:rcx,rbx call:N nop:"
BIN_8993957,train,BIN_2562848,55978,1,CWE-835,10,72,12,i:0,11|12|15|17|15|19,72,25,1,2,cd4b8fb43aa8976e,95250d84b0d4537b,999e0313bad79685,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:dwordptr_[rbp-4],0 jmp:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] lea:edx,[rax+1] mov:eax,edx sar:eax,N shr:eax,N add:edx,eax movzx:edx,dl sub:edx,eax mov:dwordptr_"
BIN_8993957,train,BIN_5809489,55979,1,CWE-835,10,31,12,i:0,11|12|17|18|17,31,9,1,1,ab08af66708807c4,c4776f613d334926,87f5cebd1b7282c2,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N add:dwordptr_[rbp-4],1 jmp:N"
BIN_8993957,train,BIN_8868698,55980,1,CWE-835,10,65,12,i:0,11|12|15|17|18|15|20,65,24,1,2,5cca7f5ea8008038,f14029ecfcecc4a4,51cf747157522faa,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] lea:edx,[rax+1] mov:eax,edx sar:eax,N shr:eax,N add:edx,eax movzx:edx,dl sub:edx,eax mov:dwordptr_[rbp-4],edx cmp:dwordpt"
BIN_8993957,test,BIN_8993957,55981,1,CWE-835,10,31,12,i:0,11|12|17|18|17,31,9,1,1,ab08af66708807c4,c4776f613d334926,87f5cebd1b7282c2,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N add:dwordptr_[rbp-4],1 jmp:N"
BIN_8993957,train,BIN_4568804,55982,1,CWE-843,18,48,20|25,data:1|charBuffer:0,19|22|25|26|29|30,48,15,1,0,f11b26504af445d3,e7fd8d83e1b2c8bf,5a994f59086f59be,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 mov:byteptr_[rbp-9],N lea:rax,[rbp-9] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
BIN_8993957,train,BIN_7213796,55984,1,CWE-843,18,48,20|27,data:1|charBuffer:0,19|22|27|28|32|33,48,15,1,0,cca9e18ab1ab58a7,e7fd8d83e1b2c8bf,5a994f59086f59be,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 mov:byteptr_[rbp-9],N lea:rax,[rbp-9] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
BIN_8993957,train,BIN_1745942,55985,1,CWE-843,25,57,27|34,data:1|charBuffer:0,26|29|30|34|35|39|40,57,18,1,1,b1b572287a3df329,cd5b83f4dddb7e72,5a994f59086f59be,printintline,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],0 mov:eax,1 test:eax,eax je:N mov:byteptr_[rbp-9],N lea:rax,[rbp-9] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
