binary_id,sid,cwe,class_count,nearest_same_dist,near_same_count,near_labels,has_cwe_token,tokens,exact_same_near,exact_other_near,entry_line,high_pc,body_len,insn_count,calls
BIN_3244177,39363,CWE-426,45,1,4,CWE-426@39359|CWE-426@39362|CWE-426@39364|CWE-426@39365,True,CWE426_Untrusted_Search_Path__char_popen_43|CWE426_Untrusted_Search_Path__char_popen_4310entry_goodEv|CWE426_Untrusted_Search_Path__char_popen_439entry_badEv|CW,False,,-1,-1,194,37,_zn43cwe426_untrusted_search_path__char_popen_43l9badsourceerpc
BIN_3266978,56037,CWE-843,23,1,6,CWE-843@56033|CWE-843@56034|CWE-843@56036|CWE-843@56038|CWE-843@56040|CWE-843@56041,False,,True,,18,51,51,16,printintline
BIN_3278777,35175,CWE-390,34,2,4,CWE-390@35171|CWE-390@35172|CWE-390@35177|CWE-390@35178,False,,False,,20,186,186,45,globalreturnstrueorfalse|sqrt|printdoubleline|sqrt|printline|exit|printdoubleline
BIN_3324812,41078,CWE-467,20,1,7,CWE-467@41074|CWE-467@41076|CWE-467@41077|CWE-467@41079|CWE-467@41080|CWE-467@41082|CWE-467@41083,False,,True,,17,90,90,25,malloc|exit|printshortline|free
BIN_3346904,35255,CWE-396,25,2,2,CWE-396@35253|CWE-396@35258,True,CWE396_Catch_Generic_Exception__exception_02|CWE396_Catch_Generic_Exception__exception_0210entry_goodEv|CWE396_Catch_Generic_Exception__exception_029entry_badEv,False,,-1,-1,305,86,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume
BIN_3355307,41639,CWE-482,8,1,5,CWE-482@41634|CWE-482@41636|CWE-482@41638|CWE-482@41641|CWE-482@41642|CWE-483@41643|CWE-483@41644,False,,True,,17,43,43,15,printintline|printintline
BIN_3401214,46552,CWE-675,31,1,5,CWE-675@46547|CWE-675@46548|CWE-675@46549|CWE-675@46550|CWE-675@46551,False,,False,,34,91,91,25,
BIN_3419848,52954,CWE-773,20,2,5,CWE-773@52950|CWE-773@52956|CWE-773@52957|CWE-773@52958|CWE-773@52959,False,,False,,27,120,120,32,
BIN_3465828,41064,CWE-467,20,1,7,CWE-467@41059|CWE-467@41062|CWE-467@41065|CWE-467@41066|CWE-467@41067|CWE-467@41068|CWE-467@41069,False,,True,,23,99,99,27,malloc|exit|printintline|free
BIN_3486809,18979,CWE-188,21,3,4,CWE-188@18975|CWE-188@18976|CWE-188@18982|CWE-188@18983,False,,True,,23,51,51,17,printintline
BIN_3508204,46274,CWE-666,34,1,5,CWE-666@46272|CWE-666@46273|CWE-666@46275|CWE-666@46278|CWE-666@46279,False,,True,,41,744,744,147,strlen|memset|strchr|strchr|printline
BIN_3531202,41086,CWE-467,20,3,4,CWE-467@41082|CWE-467@41083|CWE-467@41089|CWE-467@41090,False,,False,,17,103,103,29,malloc|exit|printshortline|free
BIN_3570087,41905,CWE-546,35,1,6,CWE-546@41901|CWE-546@41902|CWE-546@41904|CWE-546@41906|CWE-546@41908|CWE-546@41910,False,,False,,17,56,56,17,globalreturnstrueorfalse|printline|printline
BIN_3576782,41735,CWE-510,17,2,4,CWE-510@41731|CWE-510@41737|CWE-510@41739|CWE-510@41740,False,,False,,38,623,623,130,memset|strcmp|printline
BIN_3580603,42538,CWE-588,22,1,4,CWE-588@42534|CWE-588@42535|CWE-588@42537|CWE-588@42539,True,CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_44|CWE588_Attempt_to_Access_Child_of_Non_Structure_Pointer__class_4410entry_goodEv|CWE588_Attempt,False,,-1,-1,68,18,
BIN_3594222,41124,CWE-468,13,1,7,CWE-468@41119|CWE-468@41120|CWE-468@41123|CWE-468@41125|CWE-468@41126|CWE-468@41128|CWE-468@41129,False,,True,,17,126,126,29,printintline
BIN_3599846,10917,CWE-123,43,1,3,CWE-123@10915|CWE-123@10918|CWE-123@10921,False,,True,,38,196,196,48,fgets|printline|exit
BIN_3604985,10989,CWE-123,43,1,1,CWE-123@10988,False,,False,,74,597,597,117,memset
BIN_3673951,10920,CWE-123,43,1,5,CWE-123@10915|CWE-123@10918|CWE-123@10921|CWE-123@10923|CWE-123@10924,False,,False,,37,198,198,48,fgets|printline|exit
BIN_3682967,53043,CWE-775,26,1,6,CWE-775@53039|CWE-775@53040|CWE-775@53041|CWE-775@53044|CWE-775@53046|CWE-775@53047,False,,True,,27,55,55,15,
BIN_3687463,10916,CWE-123,43,1,3,CWE-123@10915|CWE-123@10918|CWE-123@10921,False,,True,,31,187,187,45,fgets|printline|exit
BIN_3715791,42564,CWE-588,22,1,7,CWE-588@42559|CWE-588@42560|CWE-588@42561|CWE-588@42565|CWE-588@42566|CWE-588@42567|CWE-588@42568,False,,False,,18,69,69,19,printstructline
BIN_3753533,53036,CWE-775,26,1,6,CWE-775@53034|CWE-775@53035|CWE-775@53037|CWE-775@53039|CWE-775@53040|CWE-775@53041,False,,True,,32,55,55,15,
BIN_3754374,41008,CWE-464,10,1,8,CWE-464@41003|CWE-464@41004|CWE-464@41005|CWE-464@41006|CWE-464@41007|CWE-464@41009|CWE-464@41010|CWE-464@41011,False,,True,,18,95,95,28,getc|atoi|printline
BIN_3792975,46478,CWE-675,31,1,4,CWE-675@46477|CWE-675@46481|CWE-675@46482|CWE-675@46483,False,,True,,19,93,93,24,freopen|fclose|fclose
BIN_3816313,56000,CWE-843,23,1,8,CWE-843@55995|CWE-843@55996|CWE-843@55997|CWE-843@55998|CWE-843@55999|CWE-843@56001|CWE-843@56004|CWE-843@56005,False,,False,,18,64,64,19,printintline
BIN_3868604,52948,CWE-773,20,1,5,CWE-773@52944|CWE-773@52945|CWE-773@52946|CWE-773@52947|CWE-773@52950,False,,False,,27,109,109,29,
BIN_3881675,56027,CWE-843,23,2,3,CWE-843@56025|CWE-843@56029|CWE-843@56030,False,,False,,22,60,60,18,printintline
BIN_3910976,46296,CWE-666,34,1,7,CWE-666@46291|CWE-666@46293|CWE-666@46294|CWE-666@46295|CWE-666@46298|CWE-666@46300|CWE-666@46301,False,,False,,46,759,759,150,strlen|memset|strchr|strchr|printline
BIN_3918710,18958,CWE-188,21,1,3,CWE-188@18959|CWE-188@18960|CWE-188@18963,False,,True,,17,65,65,20,printintline|printintline
BIN_3936549,41742,CWE-510,17,1,8,CWE-510@41737|CWE-510@41739|CWE-510@41740|CWE-510@41741|CWE-510@41743|CWE-510@41745|CWE-510@41746|CWE-510@41747,False,,True,,38,640,640,134,memset|strcmp|printline
BIN_3937612,41631,CWE-482,8,1,7,CWE-482@41626|CWE-482@41627|CWE-482@41628|CWE-482@41629|CWE-482@41630|CWE-482@41634|CWE-482@41636,False,,False,,22,53,53,17,printintline|printintline
BIN_3940409,41138,CWE-469,19,4,2,CWE-469@41134|CWE-469@41143,False,,False,,26,121,121,31,strchr|exit|printunsignedline
BIN_3945282,39412,CWE-426,45,1,5,CWE-426@39407|CWE-426@39408|CWE-426@39409|CWE-426@39410|CWE-426@39411,False,,False,,51,187,187,33,
BIN_3958325,41616,CWE-481,8,2,4,CWE-481@41612|CWE-481@41613|CWE-481@41618|CWE-481@41619,False,,False,,17,58,58,17,rand|printline
BIN_3988528,39488,CWE-426,45,1,7,CWE-426@39483|CWE-426@39485|CWE-426@39487|CWE-426@39490|CWE-426@39491|CWE-426@39492|CWE-426@39493,False,,True,,54,335,335,52,staticreturnstrue|wcscpy|printline|exit
BIN_4023229,35296,CWE-397,10,2,5,CWE-397@35291|CWE-397@35293|CWE-397@35298|CWE-397@35300|CWE-397@35301,True,CWE397_Throw_Generic_Exception__throw_exception_06|CWE397_Throw_Generic_Exception__throw_exception_0610entry_goodEv|CWE397_Throw_Generic_Exception__throw_except,True,,-1,-1,61,16,__cxa_allocate_exception|.text$_znst9exceptionc1ev|_znst9exceptionc1ev|__cxa_throw
BIN_4033359,41122,CWE-468,13,1,7,CWE-468@41117|CWE-468@41118|CWE-468@41119|CWE-468@41120|CWE-468@41123|CWE-468@41125|CWE-468@41126,False,,True,,30,122,122,28,staticreturnstrue|printintline
BIN_4036525,41116,CWE-468,13,1,7,CWE-468@41113|CWE-468@41114|CWE-468@41115|CWE-468@41117|CWE-468@41118|CWE-468@41119|CWE-468@41120,False,,True,,17,113,113,25,printintline
BIN_4071275,47207,CWE-681,19,1,8,CWE-681@47203|CWE-681@47204|CWE-681@47205|CWE-681@47206|CWE-681@47208|CWE-681@47209|CWE-681@47210|CWE-681@47212,False,,True,,26,159,159,38,fgets|atof|printline|sqrt|printintline
BIN_4076802,41071,CWE-467,20,2,6,CWE-467@41066|CWE-467@41067|CWE-467@41068|CWE-467@41069|CWE-467@41074|CWE-467@41076,False,,False,,17,174,174,45,globalreturnstrueorfalse|malloc|exit|printintline|free|malloc|exit|printintline|free
BIN_4088035,41802,CWE-511,27,2,6,CWE-511@41798|CWE-511@41800|CWE-511@41804|CWE-511@41805|CWE-511@41806|CWE-511@41807,False,,False,,26,71,71,21,
BIN_4089218,41147,CWE-469,19,1,6,CWE-469@41143|CWE-469@41144|CWE-469@41148|CWE-469@41149|CWE-469@41150|CWE-469@41151,False,,True,,21,112,112,29,strchr|exit|printunsignedline
BIN_4111026,41667,CWE-484,7,1,7,CWE-484@41663|CWE-484@41665|CWE-484@41668|CWE-484@41669|CWE-484@41670|CWE-484@41671|CWE-484@41672,False,,True,,23,165,165,49,rand|printline|printline|printline|printline
BIN_4135362,40995,CWE-464,10,1,4,CWE-459@40990|CWE-459@40991|CWE-459@40992|CWE-459@40993|CWE-464@40996|CWE-464@40998|CWE-464@40999|CWE-464@41000,False,,True,,18,94,94,27,getc|atoi|printline
BIN_4143451,45291,CWE-605,8,1,5,CWE-605@45287|CWE-605@45288|CWE-605@45289|CWE-605@45290|CWE-605@45292|CWE-606@45293|CWE-606@45295|CWE-606@45296,False,,False,,41,865,865,169,strlen|memset|strchr|strchr|printline
BIN_4144018,52904,CWE-773,20,1,7,CWE-773@52901|CWE-773@52902|CWE-773@52903|CWE-773@52906|CWE-773@52907|CWE-773@52908|CWE-773@52909,False,,False,,35,71,71,17,fopen|badsink
BIN_4184059,40994,CWE-464,10,2,3,CWE-459@40989|CWE-459@40990|CWE-459@40991|CWE-459@40992|CWE-459@40993|CWE-464@40996|CWE-464@40998|CWE-464@40999,False,,True,,18,94,94,27,getc|atoi|printline
BIN_4199403,32199,CWE-367,18,2,3,CWE-367@32194|CWE-367@32196|CWE-367@32197|CWE-369@32201|CWE-369@32202|CWE-369@32203|CWE-369@32204,False,,True,,34,365,365,81,fgets|printline|strlen|exit|exit|exit
BIN_4200245,41923,CWE-546,35,1,6,CWE-546@41918|CWE-546@41920|CWE-546@41921|CWE-546@41922|CWE-546@41925|CWE-546@41927,False,,False,,17,56,56,17,globalreturnstrueorfalse|printline|printline
BIN_4208008,41748,CWE-510,17,1,6,CWE-510@41743|CWE-510@41745|CWE-510@41746|CWE-510@41747|CWE-510@41749|CWE-510@41751,False,,True,,38,624,624,131,memset|strcmp|printline
BIN_4229523,42482,CWE-571,8,1,3,CWE-570@42477|CWE-570@42480|CWE-571@42481|CWE-571@42484|CWE-571@42487,False,,True,,10,43,43,14,printline
BIN_4293267,56043,CWE-843,23,1,4,CWE-843@56038|CWE-843@56040|CWE-843@56041|CWE-843@56044,True,CWE843_Type_Confusion__short_34_unionType,False,,24,66,66,19,printintline
BIN_4301901,10874,CWE-123,43,1,8,CWE-123@10870|CWE-123@10871|CWE-123@10872|CWE-123@10875|CWE-123@10876|CWE-123@10877|CWE-123@10878|CWE-123@10879,False,,True,,52,514,514,98,memset
BIN_4360361,39394,CWE-426,45,2,5,CWE-426@39389|CWE-426@39390|CWE-426@39391|CWE-426@39392|CWE-426@39397,False,,False,,40,217,217,41,system|printline|exit
BIN_4360396,41586,CWE-479,10,1,3,CWE-479@41582|CWE-479@41587|CWE-479@41588|CWE-480@41590|CWE-480@41591,False,,True,,43,36,36,12,signal
BIN_4385373,39342,CWE-426,45,1,9,CWE-426@39337|CWE-426@39338|CWE-426@39339|CWE-426@39340|CWE-426@39341|CWE-426@39343|CWE-426@39344|CWE-426@39346|CWE-426@39347,False,,True,,46,223,223,42,
BIN_4390572,41662,CWE-483,9,2,1,CWE-483@41660|CWE-484@41663|CWE-484@41665,False,,True,,17,111,111,33,rand|printline|printline
BIN_4394182,47173,CWE-681,19,2,5,CWE-681@47168|CWE-681@47169|CWE-681@47170|CWE-681@47171|CWE-681@47176,False,,False,,25,157,157,37,fgets|atof|printline|printfloatline
BIN_4472678,41621,CWE-481,8,1,5,CWE-481@41618|CWE-481@41619|CWE-481@41622|CWE-481@41623|CWE-481@41624|CWE-482@41626,False,,True,,17,46,46,14,rand|printline
BIN_4479648,53008,CWE-775,26,1,4,CWE-775@53004|CWE-775@53005|CWE-775@53007|CWE-775@53009,True,CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_43|CWE775_Missing_Release_of_File_Descriptor_or_Handle__fopen_no_close_4310entry_goodEv|CWE7,False,,-1,-1,35,11,_zn70cwe775_missing_release_of_file_descriptor_or_handle__fopen_no_close_43l9badsourceerp6_iobuf
BIN_4497974,32183,CWE-367,18,1,5,CWE-367@32178|CWE-367@32182|CWE-367@32184|CWE-367@32187|CWE-367@32188,False,,True,,34,364,364,80,fgets|printline|strlen|exit|exit|exit
BIN_4499615,41676,CWE-484,7,1,6,CWE-484@41671|CWE-484@41672|CWE-484@41674|CWE-484@41675|CWE-484@41677|CWE-484@41679,False,,True,,17,169,169,50,rand|printline|printline|printline|printline
BIN_4505214,41061,CWE-467,20,1,6,CWE-467@41056|CWE-467@41057|CWE-467@41059|CWE-467@41062|CWE-467@41065|CWE-467@41066,False,,True,,17,89,89,24,malloc|exit|printintline|free
BIN_4560044,41839,CWE-511,27,1,1,CWE-511@41838|CWE-526@41841|CWE-526@41842|CWE-526@41843,False,,False,,28,59,59,18,_time64
BIN_4593159,18990,CWE-188,21,1,5,CWE-188@18986|CWE-188@18988|CWE-188@18989|CWE-188@18991|CWE-188@18992,False,,True,,17,43,43,15,printintline
BIN_4632613,35279,CWE-396,25,1,7,CWE-396@35274|CWE-396@35275|CWE-396@35276|CWE-396@35278|CWE-396@35282|CWE-396@35283|CWE-396@35284,True,CWE396_Catch_Generic_Exception__exception_and_domain_error_08|CWE396_Catch_Generic_Exception__exception_and_domain_error_0810entry_goodEv|CWE396_Catch_Generic_E,True,,-1,-1,385,106,_zl17staticreturnstruev|rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume
BIN_4653141,28213,CWE-196,11,1,4,CWE-196@28210|CWE-196@28214|CWE-196@28215|CWE-196@28217,False,,True,,23,63,63,22,rand|rand|printintline
BIN_4674667,41844,CWE-526,9,1,5,CWE-526@41841|CWE-526@41842|CWE-526@41843|CWE-526@41845|CWE-526@41849,False,,True,,23,48,48,15,getenv|printline
BIN_4705576,35288,CWE-396,25,2,4,CWE-396@35283|CWE-396@35284|CWE-396@35285|CWE-396@35286|CWE-397@35291|CWE-397@35293,True,CWE396_Catch_Generic_Exception__exception_and_domain_error_17|CWE396_Catch_Generic_Exception__exception_and_domain_error_1710entry_goodEv|CWE396_Catch_Generic_E,False,,-1,-1,397,107,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume
BIN_4752494,41801,CWE-511,27,1,5,CWE-511@41798|CWE-511@41800|CWE-511@41804|CWE-511@41805|CWE-511@41806,False,,True,,26,49,49,12,
BIN_4759257,41926,CWE-546,35,1,7,CWE-546@41921|CWE-546@41922|CWE-546@41925|CWE-546@41927|CWE-546@41929|CWE-546@41930|CWE-546@41931,False,,True,,17,31,31,11,printline
BIN_4769100,10985,CWE-123,43,3,1,CWE-123@10988,True,CWE123_Write_What_Where_Condition__listen_socket_34_unionType,False,,58,664,664,125,memset
BIN_4779799,47214,CWE-681,19,1,6,CWE-681@47209|CWE-681@47210|CWE-681@47212|CWE-681@47213|CWE-681@47217|CWE-681@47219,False,,False,,20,321,321,74,globalreturnstrueorfalse|fgets|atof|printline|sqrt|printintline|fgets|atof|printline|printline|sqrt|printintline
BIN_4817466,32191,CWE-367,18,1,6,CWE-367@32187|CWE-367@32188|CWE-367@32190|CWE-367@32193|CWE-367@32194|CWE-367@32196,False,,True,,34,381,381,84,fgets|printline|strlen|exit|exit|exit
BIN_4817522,41084,CWE-467,20,1,5,CWE-467@41079|CWE-467@41080|CWE-467@41082|CWE-467@41083|CWE-467@41089,False,,False,,22,101,101,28,malloc|exit|printshortline|free
BIN_4824014,39354,CWE-426,45,1,7,CWE-426@39349|CWE-426@39350|CWE-426@39351|CWE-426@39353|CWE-426@39355|CWE-426@39357|CWE-426@39359,False,,True,,42,214,214,40,
BIN_4865561,42497,CWE-587,7,1,3,CWE-571@42493|CWE-571@42495|CWE-571@42496|CWE-587@42498|CWE-587@42500|CWE-587@42502,False,,True,,17,40,40,13,printhexcharline
BIN_4967366,35281,CWE-396,25,1,7,CWE-396@35276|CWE-396@35278|CWE-396@35282|CWE-396@35283|CWE-396@35284|CWE-396@35285|CWE-396@35286,True,CWE396_Catch_Generic_Exception__exception_and_domain_error_10|CWE396_Catch_Generic_Exception__exception_and_domain_error_1010entry_goodEv|CWE396_Catch_Generic_E,False,,-1,-1,384,105,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume
BIN_4975298,41817,CWE-511,27,1,4,CWE-511@41815|CWE-511@41816|CWE-511@41820|CWE-511@41822,False,,True,,26,77,77,22,_time64|srand|rand
BIN_5000298,41058,CWE-467,20,1,5,CWE-467@41055|CWE-467@41056|CWE-467@41057|CWE-467@41059|CWE-467@41062,False,,False,,17,110,110,31,malloc|exit|printhexcharline|free
BIN_5017338,56026,CWE-843,23,1,3,CWE-843@56025|CWE-843@56029|CWE-843@56030,False,,False,,25,60,60,18,printintline
BIN_5052286,40967,CWE-459,10,1,7,CWE-459@40962|CWE-459@40963|CWE-459@40965|CWE-459@40966|CWE-459@40968|CWE-459@40971|CWE-459@40972,False,,True,,36,142,142,37,_mkstemp|fdopen|fwrite|fclose
BIN_5091731,41570,CWE-478,6,1,3,CWE-478@41566|CWE-478@41567|CWE-478@41569|CWE-479@41572|CWE-479@41573|CWE-479@41575,False,,True,,17,123,123,39,rand|printline
BIN_5100514,41903,CWE-546,35,1,7,CWE-546@41898|CWE-546@41899|CWE-546@41901|CWE-546@41902|CWE-546@41904|CWE-546@41906|CWE-546@41908,False,,True,,17,43,43,14,printline
BIN_5114537,42472,CWE-570,6,1,7,CWE-570@42468|CWE-570@42469|CWE-570@42470|CWE-570@42473|CWE-570@42475|CWE-570@42476|CWE-570@42477,False,,False,,12,40,40,13,printline
BIN_5161978,47215,CWE-681,19,2,5,CWE-681@47210|CWE-681@47212|CWE-681@47213|CWE-681@47217|CWE-681@47219,False,,False,,20,163,163,39,fgets|atof|printline|sqrt|printintline
BIN_5183939,53030,CWE-775,26,4,2,CWE-775@53034|CWE-775@53035,False,,True,,27,55,55,15,
BIN_5196477,46313,CWE-666,34,1,4,CWE-666@46308|CWE-666@46310|CWE-666@46312|CWE-666@46318,False,,True,,46,758,758,150,strlen|memset|strchr|strchr|printline
BIN_5214549,35210,CWE-391,25,1,7,CWE-391@35206|CWE-391@35207|CWE-391@35208|CWE-391@35209|CWE-391@35211|CWE-391@35212|CWE-391@35215,False,,True,,19,70,70,20,globalreturnstrue|strtol|printf
BIN_5232032,37882,CWE-404,10,1,7,CWE-404@37877|CWE-404@37878|CWE-404@37879|CWE-404@37880|CWE-404@37881|CWE-404@37885|CWE-404@37886,False,,True,,27,75,75,22,fclose
BIN_5310258,53000,CWE-775,26,1,7,CWE-775@52995|CWE-775@52996|CWE-775@52997|CWE-775@52999|CWE-775@53002|CWE-775@53004|CWE-775@53005,False,,False,,30,71,71,17,fopen|badsink
BIN_5320871,41881,CWE-546,35,3,5,CWE-546@41876|CWE-546@41878|CWE-546@41884|CWE-546@41885|CWE-546@41886,False,,False,,22,40,40,13,printline
BIN_5349239,35277,CWE-396,25,1,6,CWE-396@35273|CWE-396@35274|CWE-396@35275|CWE-396@35276|CWE-396@35278|CWE-396@35282,True,CWE396_Catch_Generic_Exception__exception_and_domain_error_06|CWE396_Catch_Generic_Exception__exception_and_domain_error_0610entry_goodEv|CWE396_Catch_Generic_E,True,,-1,-1,368,102,rand|__cxa_allocate_exception|_znst12out_of_rangec1epkc|__cxa_throw|rand|__cxa_allocate_exception|_znst12domain_errorc1epkc|__cxa_throw|printline|__cxa_free_exception|__cxa_free_exception|_unwind_resume|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_begin_catch|printline|__cxa_end_catch|__cxa_end_catch|_unwind_resume|__cxa_end_catch|_unwind_resume
BIN_5372327,41620,CWE-481,8,1,5,CWE-481@41618|CWE-481@41619|CWE-481@41622|CWE-481@41623|CWE-481@41624,False,,True,,17,59,59,17,rand|printline
BIN_5375993,10976,CWE-123,43,1,5,CWE-123@10971|CWE-123@10973|CWE-123@10974|CWE-123@10977|CWE-123@10978,False,,True,,52,609,609,118,memset
BIN_5421492,41797,CWE-511,27,1,3,CWE-511@41795|CWE-511@41798|CWE-511@41800,False,,False,,26,95,95,23,globalreturnstrueorfalse|printline
BIN_5431200,46288,CWE-666,34,1,6,CWE-666@46283|CWE-666@46284|CWE-666@46289|CWE-666@46290|CWE-666@46291|CWE-666@46293,False,,False,,41,780,780,153,strlen|memset|strchr|strchr|printline
BIN_5472113,47238,CWE-685,8,2,2,CWE-685@47235|CWE-685@47236|CWE-688@47240|CWE-688@47241|CWE-688@47243,False,,True,,20,63,63,17,sprintf|printline
BIN_5474899,41589,CWE-480,9,1,3,CWE-479@41587|CWE-479@41588|CWE-480@41590|CWE-480@41591|CWE-480@41594,False,,True,,46,7,7,5,
BIN_5480953,32186,CWE-367,18,1,5,CWE-367@32182|CWE-367@32184|CWE-367@32187|CWE-367@32188|CWE-367@32190,False,,True,,40,378,378,83,fgets|printline|strlen|exit|exit|exit
BIN_5502228,46344,CWE-666,34,1,7,CWE-666@46339|CWE-666@46341|CWE-666@46342|CWE-666@46343|CWE-666@46346|CWE-666@46348|CWE-666@46349,False,,True,,41,744,744,147,strlen|memset|strchr|strchr|printline
BIN_5502682,41571,CWE-479,10,1,3,CWE-478@41566|CWE-478@41567|CWE-478@41569|CWE-479@41572|CWE-479@41573|CWE-479@41575,False,,True,,43,35,35,11,signal
BIN_5559926,39447,CWE-426,45,2,5,CWE-426@39442|CWE-426@39444|CWE-426@39445|CWE-426@39449|CWE-426@39451,False,,False,,42,304,304,51,wcscpy
BIN_5572418,10929,CWE-123,43,1,5,CWE-123@10924|CWE-123@10926|CWE-123@10927|CWE-123@10928|CWE-123@10932,False,,True,,31,188,188,46,fgets|printline|exit
BIN_5613711,42505,CWE-587,7,1,7,CWE-587@42500|CWE-587@42502|CWE-587@42506|CWE-587@42507|CWE-587@42508|CWE-587@42509|CWE-587@42510,False,,True,,17,53,53,17,printhexcharline
BIN_5615864,52992,CWE-775,26,1,7,CWE-775@52987|CWE-775@52988|CWE-775@52990|CWE-775@52993|CWE-775@52995|CWE-775@52996|CWE-775@52997,False,,False,,18,54,54,14,fopen|globalreturnstrue
BIN_5663032,410,CWE-135,24,1,4,CWE-135@409|CWE-135@411|CWE-135@412|CWE-135@415,False,,True,,24,129,129,34,strlen|___chkstk_ms|wcscpy|printline
BIN_5670795,56039,CWE-843,23,1,6,CWE-843@56034|CWE-843@56036|CWE-843@56038|CWE-843@56040|CWE-843@56041|CWE-843@56044,False,,True,,18,51,51,16,printintline
BIN_5690778,41678,CWE-484,7,1,4,CWE-484@41674|CWE-484@41675|CWE-484@41677|CWE-484@41679,False,,True,,17,152,152,47,rand|printline|printline|printline|printline
BIN_5703121,31023,CWE-242,8,2,5,CWE-242@31019|CWE-242@31020|CWE-242@31021|CWE-242@31026|CWE-242@31027,False,,False,,19,179,179,47,globalreturnstrueorfalse|gets|printline|exit|printline|fgets|printline|exit|printline
BIN_5723710,35160,CWE-390,34,1,6,CWE-390@35158|CWE-390@35159|CWE-390@35161|CWE-390@35162|CWE-390@35163|CWE-390@35165,False,,True,,17,62,62,17,fopen|fclose
BIN_5740258,39502,CWE-426,45,1,6,CWE-426@39498|CWE-426@39499|CWE-426@39501|CWE-426@39503|CWE-426@39505|CWE-426@39507,False,,False,,40,362,362,62,wcscpy|printline|exit
BIN_5759038,35195,CWE-391,25,1,5,CWE-391@35193|CWE-391@35194|CWE-391@35196|CWE-391@35197|CWE-391@35200,False,,True,,21,69,69,19,sqrt|printdoubleline
BIN_5760657,39388,CWE-426,45,1,5,CWE-426@39386|CWE-426@39389|CWE-426@39390|CWE-426@39391|CWE-426@39392,False,,True,,47,213,213,40,system|printline|exit
BIN_5802846,56031,CWE-843,23,1,5,CWE-843@56029|CWE-843@56030|CWE-843@56033|CWE-843@56034|CWE-843@56036,False,,True,,18,63,63,19,printintline
BIN_5812351,47239,CWE-688,5,1,4,CWE-685@47235|CWE-685@47236|CWE-688@47240|CWE-688@47241|CWE-688@47243|CWE-688@47244,False,,True,,19,65,65,17,sprintf|printline
BIN_5825662,46537,CWE-675,31,1,7,CWE-675@46532|CWE-675@46533|CWE-675@46535|CWE-675@46536|CWE-675@46538|CWE-675@46540|CWE-675@46541,False,,True,,28,111,111,31,
BIN_5829626,52961,CWE-773,20,2,4,CWE-773@52956|CWE-773@52957|CWE-773@52958|CWE-773@52959,False,,False,,38,77,77,21,
BIN_5831111,41121,CWE-468,13,1,7,CWE-468@41117|CWE-468@41118|CWE-468@41119|CWE-468@41120|CWE-468@41123|CWE-468@41125|CWE-468@41126,False,,False,,22,124,124,28,printintline
BIN_5868128,53031,CWE-775,26,3,2,CWE-775@53034|CWE-775@53035,False,,True,,27,55,55,15,
BIN_5918531,46553,CWE-675,31,2,4,CWE-675@46548|CWE-675@46549|CWE-675@46550|CWE-675@46551,True,CWE675_Duplicate_Operations_on_Resource__open_45_badData|CWE675_Duplicate_Operations_on_Resource__open_45_goodB2GData|CWE675_Duplicate_Operations_on_Resource__o,False,,39,83,83,22,badsink
BIN_5950282,7868,CWE-135,24,1,4,CWE-135@7863|CWE-135@7865|CWE-135@7867|CWE-135@7871,False,,False,,21,222,222,57,malloc|exit|wmemset|strlen|calloc|exit|wcscpy|printline|free
BIN_5976244,39456,CWE-426,45,2,4,CWE-426@39451|CWE-426@39458|CWE-426@39459|CWE-426@39460,True,CWE426_Untrusted_Search_Path__wchar_t_popen_34_unionType,False,,48,334,334,54,wcscpy
BIN_5980485,55986,CWE-843,23,1,5,CWE-843@55982|CWE-843@55984|CWE-843@55985|CWE-843@55987|CWE-843@55990,False,,True,,25,58,58,18,printintline
