binary_id,source_id_num,cwe_id,pred,n_keys,key_list,max_support,min_wrong,max_acc,left_sid,left_bid,left_cwe,left_dist,right_sid,right_bid,right_cwe,right_dist
BIN_3951845,32655,CWE-369,CWE-194,1,key_len_ins_calls,3,377,0.9334157541504768,32653,BIN_8391233,CWE-369,2,32656,BIN_7461730,CWE-369,1
BIN_3964648,23494,CWE-191,CWE-190,1,key_len_ins_calls,3,377,0.9334157541504768,23493,BIN_4827390,CWE-191,1,23499,BIN_9490474,CWE-191,5
BIN_3993085,24668,CWE-191,CWE-190,2,key_len_ins_calls|key_marker_tail,2,46,0.9945901446548278,24666,BIN_9476202,CWE-191,2,24672,BIN_4242866,CWE-191,4
BIN_4003162,14058,CWE-126,CWE-122,1,key_ins_tail18,6,74,0.9933922671667114,14057,BIN_3573752,CWE-126,1,14078,BIN_4763729,CWE-126,20
BIN_4003162,14058,CWE-126,CWE-690,1,key_len_ins_calls,4,377,0.9334157541504768,14057,BIN_3573752,CWE-126,1,14078,BIN_4763729,CWE-126,20
BIN_4004394,43859,CWE-590,CWE-121,1,key_len_ins_calls,2,377,0.9334157541504768,43858,BIN_8111750,CWE-590,1,43876,BIN_8844568,CWE-590,17
BIN_4049330,19340,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19338,BIN_1284545,CWE-190,2,19341,BIN_8062254,CWE-190,1
BIN_4059825,28911,CWE-197,CWE-758,1,key_len_ins_calls,4,377,0.9334157541504768,28910,BIN_5183081,CWE-197,1,28912,BIN_2529920,CWE-197,1
BIN_4065585,54327,CWE-078,CWE-036,1,key_len_ins_calls,2,377,0.9334157541504768,54306,BIN_1811195,CWE-078,21,54330,BIN_8149607,CWE-078,3
BIN_4093276,35477,CWE-398,CWE-546,1,key_body_hex,3,26,0.9740777666999004,35476,BIN_4386733,CWE-398,1,35478,BIN_4609583,CWE-398,1
BIN_4142113,34484,CWE-036,CWE-023,1,key_ins_tail36,4,97,0.9869588599085776,34483,BIN_8089194,CWE-036,1,34510,BIN_2880476,CWE-036,26
BIN_4143451,45291,CWE-605,CWE-666,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,3,74,0.9933922671667114,45290,BIN_4111853,CWE-605,1,45292,BIN_9004746,CWE-605,1
BIN_4159290,15301,CWE-127,CWE-124,1,key_callseq,2,61,0.9922970071978784,15297,BIN_2541583,CWE-127,4,15303,BIN_4562531,CWE-127,2
BIN_4197941,23978,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,23976,BIN_8812904,CWE-191,2,23979,BIN_2246488,CWE-191,1
BIN_4202231,46138,CWE-665,CWE-122,1,key_len_ins_calls,2,377,0.9334157541504768,46137,BIN_5780199,CWE-665,1,46140,BIN_6228006,CWE-665,2
BIN_4220039,44636,CWE-590,CWE-126,1,key_len_ins_calls,4,377,0.9334157541504768,44618,BIN_6500102,CWE-590,18,44638,BIN_3467474,CWE-590,2
BIN_4242389,11504,CWE-124,CWE-127,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_len_ins_calls,2,70,0.9933922671667114,11503,BIN_5768292,CWE-124,1,11505,BIN_5829975,CWE-124,1
BIN_4282256,52949,CWE-773,CWE-121,1,key_len_ins_calls,2,377,0.9334157541504768,52947,BIN_6399260,CWE-773,2,52950,BIN_2408266,CWE-773,1
BIN_4306097,46251,CWE-665,CWE-121,1,key_op_full,3,56,0.9925788497217068,46248,BIN_5567407,CWE-665,3,46272,BIN_7511557,CWE-666,21
BIN_4311458,7010,CWE-122,CWE-124,1,key_len_ins_calls,3,377,0.9334157541504768,7005,BIN_4319398,CWE-122,5,7014,BIN_4669139,CWE-122,4
BIN_4339148,11464,CWE-124,CWE-127,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_len_ins_calls,2,70,0.9933922671667114,11461,BIN_5886049,CWE-124,3,11465,BIN_6572534,CWE-124,1
BIN_4355293,35226,CWE-391,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,35223,BIN_2419114,CWE-391,3,35228,BIN_2382538,CWE-391,2
BIN_4360396,41586,CWE-479,CWE-252,1,key_op_full,3,56,0.9925788497217068,41582,BIN_9951717,CWE-479,4,41587,BIN_6020353,CWE-479,1
BIN_4373462,23929,CWE-191,CWE-190,1,key_len_ins_calls,5,377,0.9334157541504768,23927,BIN_2940570,CWE-191,2,23930,BIN_5145249,CWE-191,1
BIN_4399069,35436,CWE-398,CWE-482,2,key_len_ins_calls|key_op_full,2,56,0.9925788497217068,35435,BIN_7857570,CWE-398,1,35440,BIN_3898468,CWE-398,4
BIN_4420640,28828,CWE-197,CWE-194,2,key_ins_tail18|key_ins_tail24,2,74,0.9933922671667114,28826,BIN_1872348,CWE-197,2,28830,BIN_6960093,CWE-197,2
BIN_4440205,45321,CWE-606,CWE-134,1,key_ins_full,3,70,0.9870514243433224,45317,BIN_7011691,CWE-606,4,45342,BIN_4228256,CWE-606,21
BIN_4441124,2670,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,2669,BIN_9897767,CWE-121,1,2671,BIN_9545180,CWE-121,1
BIN_4443777,28327,CWE-197,CWE-416,1,key_len_ins_calls,2,377,0.9334157541504768,28325,BIN_8046665,CWE-197,2,28329,BIN_2887804,CWE-197,2
BIN_4479648,53008,CWE-775,CWE-401,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_marker_tail,13,46,0.9945901446548278,53007,BIN_7151982,CWE-775,1,53009,BIN_2112252,CWE-775,1
BIN_4500682,244,CWE-121,CWE-124,1,key_len_ins_calls,2,377,0.9334157541504768,243,BIN_3173971,CWE-121,1,246,BIN_1836317,CWE-121,2
BIN_4505343,42471,CWE-570,CWE-571,1,key_marker_tail,2,46,0.9945901446548278,42470,BIN_2991734,CWE-570,1,42473,BIN_3733767,CWE-570,2
BIN_4505343,42471,CWE-570,CWE-789,1,key_callseq,3,61,0.9922970071978784,42470,BIN_2991734,CWE-570,1,42473,BIN_3733767,CWE-570,2
BIN_4513113,12422,CWE-124,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,12421,BIN_5705781,CWE-124,1,12426,BIN_7734840,CWE-124,4
BIN_4513762,45701,CWE-606,CWE-134,2,key_ins_full|key_len_ins_calls,7,70,0.9870514243433224,45700,BIN_7550526,CWE-606,1,45703,BIN_8747981,CWE-606,2
BIN_4533223,2511,CWE-121,CWE-124,1,key_ins_tail30,2,80,0.990573818781666,2507,BIN_8514168,CWE-121,4,2514,BIN_7900961,CWE-121,3
BIN_4576055,35076,CWE-377,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,35071,BIN_8918145,CWE-377,5,35077,BIN_3805218,CWE-377,1
BIN_4580809,11424,CWE-124,CWE-127,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_len_ins_calls,2,70,0.9933922671667114,11423,BIN_9943699,CWE-124,1,11425,BIN_7122701,CWE-124,1
BIN_4597639,37415,CWE-401,CWE-665,1,key_len_ins_calls,2,377,0.9334157541504768,37414,BIN_8108397,CWE-401,1,37435,BIN_1660027,CWE-401,20
BIN_4621223,53770,CWE-789,CWE-122,1,key_len_ins_calls,2,377,0.9334157541504768,53767,BIN_6751232,CWE-789,3,53771,BIN_8195312,CWE-789,1
BIN_4624159,45286,CWE-605,CWE-666,2,key_callseq|key_ins_tail36,48,61,0.9922970071978784,45285,BIN_2975305,CWE-605,1,45287,BIN_1448005,CWE-605,1
BIN_4631434,48349,CWE-758,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,48348,BIN_9753305,CWE-758,1,48353,BIN_7331128,CWE-758,4
BIN_4634026,19198,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19195,BIN_9434123,CWE-190,3,19202,BIN_4433378,CWE-190,4
BIN_4658504,10696,CWE-122,CWE-401,1,key_len_ins_calls,4,377,0.9334157541504768,10695,BIN_7196693,CWE-122,1,10697,BIN_2270109,CWE-122,1
BIN_4660950,33668,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,74,0.9933922671667114,33663,BIN_6538402,CWE-036,5,33688,BIN_7238252,CWE-036,20
BIN_4672652,28831,CWE-197,CWE-194,2,key_ins_tail18|key_ins_tail24,4,74,0.9933922671667114,28830,BIN_6960093,CWE-197,1,28852,BIN_2501681,CWE-197,21
BIN_4691256,35327,CWE-398,CWE-571,1,key_body_hex,2,26,0.9740777666999004,35325,BIN_4144908,CWE-398,2,35329,BIN_9477393,CWE-398,2
BIN_4701229,24038,CWE-191,CWE-190,1,key_body_hex,2,26,0.9740777666999004,24037,BIN_5745502,CWE-191,1,24060,BIN_4827744,CWE-191,22
BIN_4718130,24418,CWE-191,CWE-190,1,key_body_hex,2,26,0.9740777666999004,24417,BIN_8884161,CWE-191,1,24421,BIN_1905666,CWE-191,3
BIN_4722027,22286,CWE-190,CWE-191,1,key_marker_tail,2,46,0.9945901446548278,22283,BIN_3082717,CWE-190,3,22287,BIN_5334213,CWE-190,1
BIN_4737236,14010,CWE-126,CWE-122,1,key_ins_tail18,6,74,0.9933922671667114,14009,BIN_5548070,CWE-126,1,14030,BIN_1995503,CWE-126,20
BIN_4737236,14010,CWE-126,CWE-690,1,key_len_ins_calls,4,377,0.9334157541504768,14009,BIN_5548070,CWE-126,1,14030,BIN_1995503,CWE-126,20
BIN_4789642,15638,CWE-127,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,15637,BIN_3990557,CWE-127,1,15640,BIN_3349179,CWE-127,2
BIN_4814745,41456,CWE-476,CWE-415,1,key_len_ins_calls,5,377,0.9334157541504768,41453,BIN_2577880,CWE-476,3,41459,BIN_8524215,CWE-476,3
BIN_4845718,11544,CWE-124,CWE-127,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_len_ins_calls,2,70,0.9933922671667114,11543,BIN_8823699,CWE-124,1,11545,BIN_2752764,CWE-124,1
BIN_4881902,22628,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,22627,BIN_2151158,CWE-190,1,22629,BIN_7782680,CWE-190,1
BIN_4885278,35471,CWE-398,CWE-546,1,key_body_hex,4,26,0.9740777666999004,35470,BIN_1230016,CWE-398,1,35472,BIN_9378523,CWE-398,1
BIN_4905172,48956,CWE-761,CWE-126,1,key_len_ins_calls,3,377,0.9334157541504768,48954,BIN_1329066,CWE-761,2,48958,BIN_5598194,CWE-761,2
BIN_4953698,4507,CWE-121,CWE-665,1,key_op_full,2,56,0.9925788497217068,4506,BIN_2586862,CWE-121,1,4508,BIN_7896204,CWE-121,1
BIN_5017338,56026,CWE-843,CWE-197,1,key_len_ins_calls,3,377,0.9334157541504768,56025,BIN_8708503,CWE-843,1,56029,BIN_7834359,CWE-843,3
BIN_5023538,4773,CWE-121,CWE-195,1,key_len_ins_calls,4,377,0.9334157541504768,4770,BIN_1139049,CWE-121,3,4775,BIN_1255888,CWE-121,2
BIN_5029417,22440,CWE-190,CWE-191,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_op_full,3,56,0.9933922671667114,22438,BIN_1471472,CWE-190,2,22442,BIN_5318817,CWE-190,2
BIN_5080695,45417,CWE-606,CWE-134,1,key_ins_full,4,70,0.9870514243433224,45412,BIN_6728301,CWE-606,5,45439,BIN_2337205,CWE-606,22
BIN_5098802,26201,CWE-194,CWE-195,1,key_callseq,2,61,0.9922970071978784,26200,BIN_3062999,CWE-194,1,26202,BIN_2093032,CWE-194,1
BIN_5111922,245,CWE-121,CWE-124,1,key_len_ins_calls,2,377,0.9334157541504768,243,BIN_3173971,CWE-121,2,246,BIN_1836317,CWE-121,1
BIN_5112456,10783,CWE-122,CWE-401,1,key_op_full,4,56,0.9925788497217068,10762,BIN_8867381,CWE-122,21,10785,BIN_6783432,CWE-122,2
BIN_5120193,33760,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,4,74,0.9933922671667114,33756,BIN_6504468,CWE-036,4,33761,BIN_6961258,CWE-036,1
BIN_5123866,2510,CWE-121,CWE-124,1,key_ins_tail30,3,80,0.990573818781666,2507,BIN_8514168,CWE-121,3,2514,BIN_7900961,CWE-121,4
BIN_5124003,2590,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,2589,BIN_7923361,CWE-121,1,2591,BIN_7117829,CWE-121,1
BIN_5141830,30073,CWE-023,CWE-036,2,key_ins_tail24|key_ins_tail30,2,79,0.991979695431472,30072,BIN_7303230,CWE-023,1,30075,BIN_4117971,CWE-023,2
BIN_5157105,34236,CWE-036,CWE-023,1,key_len_ins_calls,2,377,0.9334157541504768,34234,BIN_1450777,CWE-036,2,34241,BIN_9684048,CWE-036,5
BIN_5198015,15220,CWE-127,CWE-126,1,key_len_ins_calls,2,377,0.9334157541504768,15216,BIN_3867539,CWE-127,4,15221,BIN_6594054,CWE-127,1
BIN_5203656,24711,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,24708,BIN_7711873,CWE-191,3,24713,BIN_3698843,CWE-191,2
BIN_5204059,23742,CWE-191,CWE-190,1,key_len_ins_calls,3,377,0.9334157541504768,23739,BIN_2833204,CWE-191,3,23743,BIN_1981548,CWE-191,1
BIN_5255267,35468,CWE-398,CWE-546,1,key_body_hex,3,26,0.9740777666999004,35466,BIN_5874301,CWE-398,2,35470,BIN_1230016,CWE-398,2
BIN_5294669,16494,CWE-127,CWE-121,1,key_len_ins_calls,2,377,0.9334157541504768,16490,BIN_9328982,CWE-127,4,16498,BIN_1988357,CWE-127,4
BIN_5314372,23876,CWE-191,CWE-190,1,key_len_ins_calls,4,377,0.9334157541504768,23875,BIN_2142398,CWE-191,1,23878,BIN_1063554,CWE-191,2
BIN_5314476,23540,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23539,BIN_4000767,CWE-191,1,23541,BIN_9303365,CWE-191,1
BIN_5316233,39920,CWE-427,CWE-078,1,key_callseq,2,61,0.9922970071978784,39917,BIN_5869830,CWE-427,3,39921,BIN_4656548,CWE-427,1
BIN_5316870,28953,CWE-197,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,28928,BIN_3465136,CWE-197,25,28956,BIN_8361191,CWE-197,3
BIN_5322156,39828,CWE-427,CWE-036,1,key_len_ins_calls,2,377,0.9334157541504768,39826,BIN_9284970,CWE-427,2,39830,BIN_1330871,CWE-427,2
BIN_5343873,20927,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,20925,BIN_4422960,CWE-190,2,20928,BIN_9627409,CWE-190,1
BIN_5421492,41797,CWE-511,CWE-252,1,key_callseq,3,61,0.9922970071978784,41795,BIN_3449346,CWE-511,2,41798,BIN_8097012,CWE-511,1
BIN_5461993,48350,CWE-758,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,48348,BIN_9753305,CWE-758,2,48353,BIN_7331128,CWE-758,3
BIN_5485342,24023,CWE-191,CWE-190,1,key_len_ins_calls,3,377,0.9334157541504768,24021,BIN_6901334,CWE-191,2,24025,BIN_4543778,CWE-191,2
BIN_5574840,10800,CWE-122,CWE-675,1,key_len_ins_calls,3,377,0.9334157541504768,10797,BIN_1926592,CWE-122,3,10805,BIN_9257931,CWE-122,5
BIN_5578478,15643,CWE-127,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,15641,BIN_7735520,CWE-127,2,15647,BIN_1096524,CWE-127,4
BIN_5589217,15639,CWE-127,CWE-122,1,key_len_ins_calls,4,377,0.9334157541504768,15637,BIN_3990557,CWE-127,2,15640,BIN_3349179,CWE-127,1
BIN_5595461,40909,CWE-457,CWE-398,1,key_len_ins_calls,2,377,0.9334157541504768,40908,BIN_5255721,CWE-457,1,40915,BIN_8359031,CWE-457,6
BIN_5631677,24903,CWE-191,CWE-190,1,key_body_hex,2,26,0.9740777666999004,24902,BIN_7739179,CWE-191,1,24904,BIN_8830182,CWE-191,1
BIN_5667234,24560,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,24559,BIN_3116399,CWE-191,1,24561,BIN_4881314,CWE-191,1
BIN_5734450,39536,CWE-427,CWE-078,1,key_callseq,4,61,0.9922970071978784,39534,BIN_2677127,CWE-427,2,39537,BIN_6271116,CWE-427,1
BIN_5782979,33846,CWE-036,CWE-023,2,key_ins_tail30|key_ins_tail36,2,80,0.990573818781666,33845,BIN_9430281,CWE-036,1,33848,BIN_4906345,CWE-036,2
BIN_5801765,2456,CWE-121,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,2455,BIN_6637339,CWE-121,1,2458,BIN_3784614,CWE-121,2
BIN_5843003,35227,CWE-391,CWE-590,1,key_len_ins_calls,2,377,0.9334157541504768,35223,BIN_2419114,CWE-391,4,35228,BIN_2382538,CWE-391,1
BIN_5846865,40204,CWE-457,CWE-563,1,key_len_ins_calls,2,377,0.9334157541504768,40201,BIN_6599101,CWE-457,3,40209,BIN_2803431,CWE-457,5
BIN_5847178,24810,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,24809,BIN_6611767,CWE-191,1,24811,BIN_3762502,CWE-191,1
BIN_5872115,26057,CWE-194,CWE-195,1,key_callseq,2,61,0.9922970071978784,26056,BIN_4190918,CWE-194,1,26058,BIN_4577374,CWE-194,1
BIN_5875619,28519,CWE-197,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,28516,BIN_5312751,CWE-197,3,28522,BIN_8863262,CWE-197,3
BIN_5909544,15113,CWE-127,CWE-126,3,key_ins_tail18|key_ins_tail24|key_ins_tail30,2,74,0.9933922671667114,15112,BIN_9175028,CWE-127,1,15114,BIN_7257177,CWE-127,1
BIN_5957223,35459,CWE-398,CWE-546,1,key_body_hex,3,26,0.9740777666999004,35455,BIN_3997517,CWE-398,4,35460,BIN_5222386,CWE-398,1
BIN_5976244,39456,CWE-426,CWE-078,1,key_ins_tail18,3,74,0.9933922671667114,39451,BIN_5329558,CWE-426,5,39458,BIN_4809505,CWE-426,2
BIN_5998768,39728,CWE-427,CWE-078,1,key_callseq,4,61,0.9922970071978784,39722,BIN_7042800,CWE-427,6,39731,BIN_9400706,CWE-427,3
BIN_6015876,2593,CWE-121,CWE-124,1,key_ins_tail24,4,79,0.991979695431472,2591,BIN_7117829,CWE-121,2,2594,BIN_1819256,CWE-121,1
BIN_6029350,23937,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,23934,BIN_9878047,CWE-191,3,23939,BIN_9329021,CWE-191,2
BIN_6036938,33712,CWE-036,CWE-023,4,key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,4,74,0.9933922671667114,33711,BIN_4810305,CWE-036,1,33714,BIN_2965030,CWE-036,2
BIN_6087344,35482,CWE-398,CWE-546,1,key_body_hex,4,26,0.9740777666999004,35481,BIN_4216303,CWE-398,1,35484,BIN_6825157,CWE-398,2
BIN_6164088,24204,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,24182,BIN_1389106,CWE-191,22,24206,BIN_8868635,CWE-191,2
BIN_6192502,16116,CWE-127,CWE-124,1,key_len_ins_calls,3,377,0.9334157541504768,16114,BIN_3377692,CWE-127,2,16117,BIN_7353557,CWE-127,1
BIN_6192941,20926,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,20925,BIN_4422960,CWE-190,1,20928,BIN_9627409,CWE-190,2
BIN_6207047,27545,CWE-195,CWE-194,1,key_callseq,2,61,0.9922970071978784,27544,BIN_4689359,CWE-195,1,27546,BIN_6509859,CWE-195,1
BIN_6233280,4725,CWE-121,CWE-195,1,key_len_ins_calls,4,377,0.9334157541504768,4718,BIN_4247819,CWE-121,7,4726,BIN_5918763,CWE-121,1
BIN_6272532,10789,CWE-122,CWE-401,1,key_len_ins_calls,4,377,0.9334157541504768,10786,BIN_1074985,CWE-122,3,10794,BIN_2345395,CWE-122,5
BIN_6278799,34580,CWE-036,CWE-023,1,key_ins_tail36,4,97,0.9869588599085776,34578,BIN_4176040,CWE-036,2,34600,BIN_8033388,CWE-036,20
BIN_6290567,41288,CWE-476,CWE-590,1,key_ins_tail18,3,74,0.9933922671667114,41287,BIN_2583978,CWE-476,1,41289,BIN_6269060,CWE-476,1
BIN_6345303,46203,CWE-665,CWE-121,1,key_op_full,3,56,0.9925788497217068,46201,BIN_7385105,CWE-665,2,46204,BIN_7620146,CWE-665,1
BIN_6387970,24203,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,24182,BIN_1389106,CWE-191,21,24206,BIN_8868635,CWE-191,3
BIN_6426394,23873,CWE-191,CWE-190,1,key_len_ins_calls,4,377,0.9334157541504768,23871,BIN_9694379,CWE-191,2,23875,BIN_2142398,CWE-191,2
BIN_6435972,26341,CWE-194,CWE-195,1,key_len_ins_calls,2,377,0.9334157541504768,26338,BIN_2334230,CWE-194,3,26343,BIN_6078458,CWE-194,2
BIN_6438869,24032,CWE-191,CWE-190,2,key_len_ins_calls|key_marker_tail,2,46,0.9945901446548278,24031,BIN_2231956,CWE-191,1,24035,BIN_9499298,CWE-191,3
BIN_6443770,49253,CWE-761,CWE-122,1,key_marker_tail,9,46,0.9945901446548278,49252,BIN_3954200,CWE-761,1,49254,BIN_8960354,CWE-761,1
BIN_6443770,49253,CWE-761,CWE-690,1,key_len_ins_calls,4,377,0.9334157541504768,49252,BIN_3954200,CWE-761,1,49254,BIN_8960354,CWE-761,1
BIN_6455415,41585,CWE-479,CWE-252,1,key_op_full,3,56,0.9925788497217068,41582,BIN_9951717,CWE-479,3,41587,BIN_6020353,CWE-479,2
BIN_6460179,52814,CWE-762,CWE-401,5,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36,2,70,0.9933922671667114,52813,BIN_4319541,CWE-762,1,52815,BIN_1210815,CWE-762,1
BIN_6484857,35457,CWE-398,CWE-546,1,key_body_hex,2,26,0.9740777666999004,35455,BIN_3997517,CWE-398,2,35460,BIN_5222386,CWE-398,3
BIN_6510059,41196,CWE-475,CWE-253,1,key_len_ins_calls,2,377,0.9334157541504768,41191,BIN_1753910,CWE-475,5,41197,BIN_5934608,CWE-475,1
BIN_6510128,25802,CWE-191,CWE-190,1,key_callseq,2,61,0.9922970071978784,25801,BIN_7683560,CWE-191,1,25807,BIN_1114347,CWE-191,5
BIN_6546404,23936,CWE-191,CWE-190,1,key_marker_tail,2,46,0.9945901446548278,23934,BIN_9878047,CWE-191,2,23939,BIN_9329021,CWE-191,3
BIN_6576466,13639,CWE-126,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,13638,BIN_6433752,CWE-126,1,13640,BIN_1016844,CWE-126,1
BIN_6587346,2512,CWE-121,CWE-124,1,key_ins_tail30,2,80,0.990573818781666,2507,BIN_8514168,CWE-121,5,2514,BIN_7900961,CWE-121,2
BIN_6594052,25263,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,25262,BIN_2532400,CWE-191,1,25265,BIN_8252696,CWE-191,2
BIN_6625247,20174,CWE-190,CWE-191,1,key_body_hex,2,26,0.9740777666999004,20173,BIN_9225760,CWE-190,1,20194,BIN_4730436,CWE-190,20
BIN_6646583,13599,CWE-126,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,13598,BIN_9574671,CWE-126,1,13600,BIN_5188965,CWE-126,1
BIN_6656331,11456,CWE-124,CWE-121,1,key_ins_tail30,2,80,0.990573818781666,11454,BIN_7253660,CWE-124,2,11461,BIN_5886049,CWE-124,5
BIN_6670288,44637,CWE-590,CWE-126,1,key_len_ins_calls,4,377,0.9334157541504768,44618,BIN_6500102,CWE-590,19,44638,BIN_3467474,CWE-590,1
BIN_6702064,19588,CWE-190,CWE-191,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_op_full,3,56,0.9933922671667114,19587,BIN_8987193,CWE-190,1,19590,BIN_1729429,CWE-190,2
BIN_6725480,19337,CWE-190,CWE-191,1,key_len_ins_calls,2,377,0.9334157541504768,19335,BIN_6620834,CWE-190,2,19338,BIN_1284545,CWE-190,1
BIN_6794019,31064,CWE-252,CWE-762,1,key_len_ins_calls,14,377,0.9334157541504768,31063,BIN_8236603,CWE-252,1,31065,BIN_5377443,CWE-252,1
BIN_6799540,14106,CWE-126,CWE-122,1,key_ins_tail18,6,74,0.9933922671667114,14105,BIN_5599303,CWE-126,1,14126,BIN_5811931,CWE-126,20
BIN_6799540,14106,CWE-126,CWE-690,1,key_len_ins_calls,4,377,0.9334157541504768,14105,BIN_5599303,CWE-126,1,14126,BIN_5811931,CWE-126,20
BIN_6801558,23537,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23535,BIN_8042414,CWE-191,2,23539,BIN_4000767,CWE-191,2
BIN_6804995,34816,CWE-036,CWE-023,1,key_ins_tail36,2,97,0.9869588599085776,34814,BIN_9427055,CWE-036,2,34820,BIN_6416962,CWE-036,4
BIN_6816778,4724,CWE-121,CWE-195,1,key_len_ins_calls,4,377,0.9334157541504768,4718,BIN_4247819,CWE-121,6,4726,BIN_5918763,CWE-121,2
BIN_6822378,28475,CWE-197,CWE-690,1,key_len_ins_calls,3,377,0.9334157541504768,28474,BIN_7320786,CWE-197,1,28481,BIN_7465467,CWE-197,6
BIN_6830101,22785,CWE-190,CWE-191,2,key_len_ins_calls|key_marker_tail,2,46,0.9945901446548278,22780,BIN_9570135,CWE-190,5,22786,BIN_8979774,CWE-190,1
BIN_6872681,48351,CWE-758,CWE-401,1,key_len_ins_calls,2,377,0.9334157541504768,48348,BIN_9753305,CWE-758,3,48353,BIN_7331128,CWE-758,2
BIN_6918991,13425,CWE-126,CWE-121,1,key_callseq,2,61,0.9922970071978784,13424,BIN_6928437,CWE-126,1,13426,BIN_4755052,CWE-126,1
BIN_6947524,34847,CWE-036,CWE-023,1,key_callseq,2,61,0.9922970071978784,34846,BIN_8792193,CWE-036,1,34848,BIN_3711210,CWE-036,1
BIN_6965267,45695,CWE-606,CWE-134,1,key_op_full,4,56,0.9925788497217068,45694,BIN_9880862,CWE-606,1,45697,BIN_4950733,CWE-606,2
BIN_6981959,23346,CWE-191,CWE-190,1,key_len_ins_calls,2,377,0.9334157541504768,23345,BIN_9188450,CWE-191,1,23349,BIN_3825842,CWE-191,3
BIN_6990151,38748,CWE-415,CWE-762,1,key_ins_tail18,4,74,0.9933922671667114,38747,BIN_6828723,CWE-415,1,38749,BIN_9135163,CWE-415,1
BIN_7013866,14562,CWE-127,CWE-126,1,key_len_ins_calls,2,377,0.9334157541504768,14561,BIN_7228570,CWE-127,1,14564,BIN_3505497,CWE-127,2
BIN_7017807,33366,CWE-036,CWE-023,2,key_ins_tail30|key_ins_tail36,2,80,0.990573818781666,33365,BIN_5295376,CWE-036,1,33369,BIN_9113010,CWE-036,3
BIN_7071511,11584,CWE-124,CWE-127,6,key_ins_full|key_ins_tail18|key_ins_tail24|key_ins_tail30|key_ins_tail36|key_len_ins_calls,2,70,0.9933922671667114,11583,BIN_5743095,CWE-124,1,11602,BIN_6301596,CWE-124,18
BIN_7087540,35074,CWE-377,CWE-122,1,key_len_ins_calls,3,377,0.9334157541504768,35071,BIN_8918145,CWE-377,3,35077,BIN_3805218,CWE-377,3
BIN_7147917,34717,CWE-036,CWE-023,1,key_ins_tail36,2,97,0.9869588599085776,34713,BIN_1288548,CWE-036,4,34719,BIN_9850044,CWE-036,2
BIN_7188547,24404,CWE-191,CWE-190,1,key_callseq,2,61,0.9922970071978784,24403,BIN_2464908,CWE-191,1,24405,BIN_3856543,CWE-191,1
