binary_id,kind,embedded_label,submission_label,diff
BIN_5208929,injected,0,0,False
BIN_5210193,wrapper,1,1,False
BIN_5211037,wrapper,1,1,False
BIN_5211082,injected,0,0,False
BIN_5211603,wrapper,0,0,False
BIN_5211866,injected,1,1,False
BIN_5211937,wrapper,0,0,False
BIN_5212107,wrapper,1,1,False
BIN_5212850,wrapper,1,1,False
BIN_5213292,injected,1,1,False
BIN_5213554,wrapper,0,0,False
BIN_5213977,wrapper,1,1,False
BIN_5214322,injected,1,1,False
BIN_5214548,wrapper,1,1,False
BIN_5214549,wrapper,1,1,False
BIN_5216372,injected,0,0,False
BIN_5216434,wrapper,1,1,False
BIN_5217240,wrapper,0,0,False
BIN_5217468,wrapper,0,0,False
BIN_5217660,injected,0,0,False
BIN_5217785,wrapper,0,0,False
BIN_5218073,wrapper,0,0,False
BIN_5218651,wrapper,0,0,False
BIN_5219384,injected,0,0,False
BIN_5219766,wrapper,0,0,False
BIN_5220736,wrapper,1,1,False
BIN_5221173,wrapper,1,1,False
BIN_5221375,wrapper,1,1,False
BIN_5221842,injected,1,1,False
BIN_5222846,injected,0,0,False
BIN_5223082,wrapper,1,1,False
BIN_5224252,wrapper,1,1,False
BIN_5225714,wrapper,1,1,False
BIN_5226206,wrapper,1,1,False
BIN_5226798,injected,0,0,False
BIN_5227547,injected,1,1,False
BIN_5228026,injected,1,1,False
BIN_5229131,wrapper,0,0,False
BIN_5229695,injected,0,0,False
BIN_5232032,wrapper,1,1,False
BIN_5234093,wrapper,1,1,False
BIN_5234904,wrapper,1,1,False
BIN_5235987,injected,1,1,False
BIN_5236943,wrapper,0,0,False
BIN_5237175,wrapper,1,1,False
BIN_5237908,injected,1,1,False
BIN_5238077,wrapper,0,0,False
BIN_5238940,injected,1,1,False
BIN_5239047,injected,0,0,False
BIN_5239485,injected,1,1,False
BIN_5239702,injected,1,1,False
BIN_5239731,injected,0,0,False
BIN_5240578,wrapper,0,0,False
BIN_5240915,injected,0,0,False
BIN_5241404,wrapper,0,0,False
BIN_5242287,wrapper,0,0,False
BIN_5242635,injected,1,1,False
BIN_5243272,wrapper,0,0,False
BIN_5243353,wrapper,1,1,False
BIN_5243793,wrapper,1,1,False
BIN_5243934,injected,1,1,False
BIN_5244400,injected,0,0,False
BIN_5245229,injected,0,0,False
BIN_5246263,injected,0,0,False
BIN_5247074,wrapper,0,0,False
BIN_5247576,wrapper,0,0,False
BIN_5247650,injected,0,0,False
BIN_5247801,wrapper,0,0,False
BIN_5248992,injected,0,0,False
BIN_5249736,wrapper,0,0,False
BIN_5250390,wrapper,1,1,False
BIN_5250906,wrapper,1,1,False
BIN_5251260,wrapper,0,0,False
BIN_5252385,wrapper,1,1,False
BIN_5252429,injected,1,1,False
BIN_5253822,wrapper,1,1,False
BIN_5255090,wrapper,0,0,False
BIN_5255344,wrapper,0,0,False
BIN_5255981,injected,1,1,False
BIN_5256930,wrapper,0,0,False
BIN_5257293,wrapper,0,0,False
BIN_5257668,wrapper,1,1,False
BIN_5258040,wrapper,1,1,False
BIN_5258327,wrapper,0,0,False
BIN_5258462,wrapper,0,0,False
BIN_5260206,wrapper,0,0,False
BIN_5260286,injected,1,1,False
BIN_5260480,wrapper,0,0,False
BIN_5260790,wrapper,1,1,False
BIN_5261213,wrapper,0,0,False
BIN_5261655,wrapper,0,0,False
BIN_5261730,injected,0,0,False
BIN_5262363,wrapper,0,0,False
BIN_5262957,injected,1,1,False
BIN_5263250,injected,1,1,False
BIN_5263823,injected,1,1,False
BIN_5264268,wrapper,0,0,False
BIN_5264863,wrapper,0,0,False
BIN_5266160,wrapper,0,0,False
BIN_5266854,injected,1,1,False
BIN_5267147,wrapper,0,0,False
BIN_5268406,wrapper,0,0,False
BIN_5269285,wrapper,1,1,False
BIN_5269431,wrapper,0,0,False
BIN_5269686,injected,0,0,False
BIN_5270208,wrapper,0,0,False
BIN_5271445,wrapper,1,1,False
BIN_5272301,wrapper,1,1,False
BIN_5272428,injected,0,0,False
BIN_5272525,wrapper,0,0,False
BIN_5273338,wrapper,1,1,False
BIN_5274830,wrapper,0,0,False
BIN_5275960,wrapper,0,0,False
BIN_5275975,wrapper,0,0,False
BIN_5276071,injected,1,1,False
BIN_5276678,wrapper,1,1,False
BIN_5276900,wrapper,1,1,False
BIN_5277470,wrapper,0,0,False
BIN_5278814,wrapper,1,1,False
BIN_5278930,injected,1,1,False
BIN_5279945,injected,0,0,False
BIN_5280748,injected,0,0,False
BIN_5280955,wrapper,1,1,False
BIN_5280967,injected,1,1,False
BIN_5281502,injected,0,0,False
BIN_5282744,wrapper,0,0,False
BIN_5283351,wrapper,1,1,False
BIN_5285249,wrapper,0,0,False
BIN_5285629,wrapper,1,1,False
BIN_5286084,wrapper,0,0,False
BIN_5286103,injected,0,0,False
BIN_5286227,wrapper,1,1,False
BIN_5286301,injected,1,1,False
BIN_5286530,injected,1,1,False
BIN_5287489,injected,1,1,False
BIN_5287714,wrapper,0,0,False
BIN_5288154,injected,0,0,False
BIN_5288507,wrapper,1,1,False
BIN_5288886,wrapper,0,0,False
BIN_5289076,injected,0,0,False
BIN_5290474,injected,1,1,False
BIN_5290914,injected,1,1,False
BIN_5290957,wrapper,1,1,False
BIN_5291319,wrapper,1,1,False
BIN_5292759,wrapper,1,1,False
BIN_5292890,wrapper,1,1,False
BIN_5293944,wrapper,1,1,False
BIN_5294669,wrapper,1,1,False
BIN_5294987,wrapper,0,0,False
BIN_5295093,injected,0,0,False
BIN_5295245,injected,1,1,False
BIN_5296504,injected,1,1,False
BIN_5296737,wrapper,1,1,False
BIN_5296742,wrapper,1,1,False
BIN_5297653,wrapper,1,1,False
BIN_5298120,wrapper,0,0,False
BIN_5299204,injected,1,1,False
BIN_5299376,wrapper,1,1,False
BIN_5299614,wrapper,0,0,False
BIN_5299675,injected,1,1,False
BIN_5301233,injected,0,0,False
BIN_5301310,injected,0,0,False
BIN_5302550,injected,1,1,False
BIN_5303120,wrapper,1,1,False
BIN_5303621,wrapper,0,0,False
BIN_5303849,wrapper,0,0,False
BIN_5304719,wrapper,1,1,False
BIN_5307357,wrapper,0,0,False
BIN_5307788,wrapper,0,0,False
BIN_5308310,wrapper,0,0,False
BIN_5309938,injected,1,1,False
BIN_5309987,wrapper,1,1,False
BIN_5310083,wrapper,0,0,False
BIN_5310258,wrapper,1,1,False
BIN_5311083,injected,0,0,False
BIN_5311088,injected,0,0,False
BIN_5312280,wrapper,0,0,False
BIN_5312614,wrapper,0,0,False
BIN_5312955,wrapper,1,1,False
BIN_5315522,wrapper,0,0,False
BIN_5315879,injected,0,0,False
BIN_5316233,wrapper,1,1,False
BIN_5316738,injected,1,1,False
BIN_5316870,wrapper,1,1,False
BIN_5317203,wrapper,0,0,False
BIN_5318752,injected,1,1,False
BIN_5320768,injected,1,1,False
BIN_5320871,wrapper,1,1,False
BIN_5321127,wrapper,1,1,False
BIN_5321739,injected,0,0,False
BIN_5321744,injected,1,1,False
BIN_5322853,injected,1,1,False
BIN_5322962,wrapper,0,0,False
BIN_5323340,injected,1,1,False
BIN_5323546,injected,1,1,False
BIN_5323860,injected,0,0,False
BIN_5324809,injected,0,0,False
BIN_5325663,injected,1,1,False
BIN_5325835,wrapper,0,0,False
BIN_5325990,injected,1,1,False
BIN_5327966,wrapper,0,0,False
BIN_5328893,injected,0,0,False
BIN_5329711,wrapper,0,0,False
BIN_5329803,wrapper,0,0,False
BIN_5329920,wrapper,1,1,False
BIN_5330322,injected,1,1,False
BIN_5330827,wrapper,1,1,False
BIN_5330889,wrapper,1,1,False
BIN_5331181,injected,1,1,False
BIN_5331568,wrapper,0,0,False
BIN_5331766,wrapper,1,1,False
BIN_5332350,injected,0,0,False
BIN_5332500,wrapper,0,0,False
BIN_5332584,wrapper,1,1,False
BIN_5333121,injected,1,1,False
BIN_5336987,injected,1,1,False
BIN_5338155,wrapper,0,0,False
BIN_5338225,injected,1,1,False
BIN_5339896,wrapper,1,1,False
BIN_5340465,wrapper,0,0,False
BIN_5340691,wrapper,0,0,False
BIN_5341342,injected,0,0,False
BIN_5341931,wrapper,0,0,False
BIN_5342095,wrapper,1,1,False
BIN_5343140,wrapper,0,0,False
BIN_5344007,wrapper,1,1,False
BIN_5344640,wrapper,1,1,False
BIN_5344963,wrapper,0,0,False
BIN_5346613,injected,0,0,False
BIN_5346695,wrapper,0,0,False
BIN_5347051,injected,1,1,False
BIN_5348413,injected,1,1,False
BIN_5348468,wrapper,1,1,False
BIN_5349239,injected,1,1,False
BIN_5349594,wrapper,0,0,False
BIN_5350081,wrapper,0,0,False
BIN_5350274,wrapper,1,1,False
BIN_5350510,injected,1,1,False
BIN_5350934,injected,0,0,False
BIN_5351084,wrapper,1,1,False
BIN_5352842,wrapper,0,0,False
BIN_5352944,wrapper,1,1,False
BIN_5352991,wrapper,1,1,False
BIN_5353542,wrapper,1,1,False
BIN_5354495,injected,0,0,False
BIN_5354852,injected,0,0,False
BIN_5354970,injected,1,1,False
BIN_5355066,injected,1,1,False
BIN_5355238,injected,1,1,False
BIN_5356161,wrapper,0,0,False
BIN_5356623,injected,0,0,False
BIN_5358964,wrapper,0,0,False
BIN_5359144,wrapper,1,1,False
BIN_5359810,injected,0,0,False
BIN_5360198,injected,1,1,False
BIN_5360503,wrapper,1,1,False
BIN_5360584,wrapper,0,0,False
BIN_5361244,wrapper,0,0,False
BIN_5362207,injected,0,0,False
BIN_5362635,wrapper,0,0,False
BIN_5362870,wrapper,0,0,False
BIN_5363943,wrapper,1,1,False
BIN_5364892,wrapper,0,0,False
BIN_5365809,wrapper,1,1,False
BIN_5366155,injected,0,0,False
BIN_5366309,wrapper,1,1,False
BIN_5366523,wrapper,1,1,False
BIN_5368220,injected,0,0,False
BIN_5368731,injected,0,0,False
BIN_5369416,wrapper,1,1,False
BIN_5369474,wrapper,0,0,False
BIN_5370887,wrapper,0,0,False
BIN_5370961,injected,1,1,False
BIN_5370980,injected,1,1,False
BIN_5371151,injected,0,0,False
BIN_5371544,wrapper,0,0,False
BIN_5372071,injected,1,1,False
BIN_5372327,wrapper,1,1,False
BIN_5373744,wrapper,1,1,False
BIN_5373908,wrapper,0,0,False
BIN_5375032,injected,1,1,False
BIN_5375993,wrapper,1,1,False
BIN_5376037,injected,0,0,False
BIN_5376809,wrapper,1,1,False
BIN_5377054,wrapper,0,0,False
BIN_5377160,wrapper,0,0,False
BIN_5377463,wrapper,0,0,False
BIN_5377626,injected,0,0,False
BIN_5377775,wrapper,1,1,False
BIN_5378596,wrapper,1,1,False
BIN_5378674,injected,0,0,False
BIN_5379595,injected,0,0,False
BIN_5379920,injected,1,1,False
BIN_5380342,wrapper,1,1,False
BIN_5381565,wrapper,0,0,False
BIN_5382729,injected,1,1,False
BIN_5383481,wrapper,0,0,False
BIN_5384649,injected,0,0,False
BIN_5386042,wrapper,0,0,False
BIN_5386206,wrapper,1,1,False
BIN_5388036,wrapper,1,1,False
BIN_5388597,injected,0,0,False
BIN_5389740,wrapper,1,1,False
BIN_5389962,wrapper,1,1,False
BIN_5391807,wrapper,1,1,False
BIN_5391921,wrapper,1,1,False
BIN_5392438,injected,1,1,False
BIN_5392769,injected,0,0,False
BIN_5393627,wrapper,1,1,False
BIN_5393886,wrapper,1,1,False
BIN_5394508,wrapper,0,0,False
BIN_5395194,wrapper,0,0,False
BIN_5395677,wrapper,1,1,False
BIN_5398767,wrapper,0,0,False
BIN_5399641,wrapper,1,1,False
BIN_5400146,injected,0,0,False
BIN_5400221,wrapper,0,0,False
BIN_5401865,wrapper,0,0,False
BIN_5403263,wrapper,0,0,False
BIN_5403442,wrapper,0,0,False
BIN_5403878,injected,1,1,False
BIN_5404433,wrapper,0,0,False
BIN_5404456,injected,0,0,False
BIN_5404859,wrapper,0,0,False
BIN_5405324,wrapper,1,1,False
BIN_5405658,injected,0,0,False
BIN_5405934,wrapper,1,1,False
BIN_5406404,wrapper,1,1,False
BIN_5406671,wrapper,1,1,False
BIN_5408114,injected,0,0,False
BIN_5408272,wrapper,1,1,False
BIN_5408332,wrapper,0,0,False
BIN_5408791,wrapper,0,0,False
BIN_5408983,wrapper,0,0,False
BIN_5409036,wrapper,0,0,False
BIN_5409280,wrapper,1,1,False
BIN_5409785,wrapper,0,0,False
BIN_5410073,wrapper,1,1,False
BIN_5410773,wrapper,1,1,False
BIN_5411396,wrapper,1,1,False
BIN_5411577,wrapper,1,1,False
BIN_5411762,wrapper,0,0,False
BIN_5412060,injected,0,0,False
BIN_5412915,injected,1,1,False
BIN_5413089,wrapper,0,0,False
BIN_5414300,injected,0,0,False
BIN_5416007,wrapper,0,0,False
BIN_5416458,wrapper,0,0,False
BIN_5417759,wrapper,1,1,False
BIN_5418293,wrapper,1,1,False
BIN_5419396,injected,1,1,False
BIN_5420166,wrapper,0,0,False
BIN_5420533,wrapper,1,1,False
BIN_5420970,injected,1,1,False
BIN_5421170,injected,0,0,False
BIN_5421492,wrapper,1,1,False
BIN_5421602,injected,0,0,False
BIN_5422462,injected,1,1,False
BIN_5423127,wrapper,1,1,False
BIN_5424098,injected,1,1,False
BIN_5424434,wrapper,1,1,False
BIN_5424898,wrapper,0,0,False
BIN_5426405,wrapper,1,1,False
BIN_5428264,wrapper,0,0,False
BIN_5428782,injected,1,1,False
BIN_5428901,wrapper,0,0,False
BIN_5429264,wrapper,0,0,False
BIN_5429544,wrapper,0,0,False
BIN_5431200,wrapper,1,1,False
BIN_5432537,wrapper,1,1,False
BIN_5434446,injected,0,0,False
BIN_5434515,wrapper,0,0,False
BIN_5435333,injected,0,0,False
BIN_5435960,wrapper,1,1,False
BIN_5436066,wrapper,1,1,False
BIN_5436731,wrapper,1,1,False
BIN_5436752,wrapper,0,0,False
BIN_5438012,wrapper,0,0,False
BIN_5438120,injected,1,1,False
BIN_5438884,wrapper,1,1,False
BIN_5439010,injected,0,0,False
BIN_5440862,injected,0,0,False
BIN_5441722,wrapper,1,1,False
BIN_5442040,wrapper,0,0,False
BIN_5442415,wrapper,0,0,False
BIN_5442632,wrapper,0,0,False
BIN_5444150,wrapper,0,0,False
BIN_5445702,wrapper,0,0,False
BIN_5446082,injected,0,0,False
BIN_5446873,injected,1,1,False
BIN_5447288,wrapper,1,1,False
BIN_5447658,wrapper,1,1,False
BIN_5447702,injected,0,0,False
BIN_5448697,injected,0,0,False
BIN_5448787,wrapper,1,1,False
BIN_5449483,wrapper,1,1,False
BIN_5449601,injected,1,1,False
BIN_5451048,wrapper,0,0,False
BIN_5451360,wrapper,1,1,False
BIN_5454766,wrapper,1,1,False
BIN_5456080,wrapper,0,0,False
BIN_5457194,wrapper,0,0,False
BIN_5458072,wrapper,1,1,False
BIN_5458308,wrapper,0,0,False
BIN_5458393,wrapper,0,0,False
BIN_5460247,wrapper,1,1,False
BIN_5460847,wrapper,0,0,False
BIN_5460930,wrapper,0,0,False
BIN_5461993,injected,1,1,False
BIN_5462509,wrapper,1,1,False
BIN_5465091,wrapper,0,0,False
BIN_5465849,injected,0,0,False
BIN_5467191,injected,1,1,False
BIN_5467276,wrapper,0,0,False
BIN_5468228,wrapper,0,0,False
BIN_5468978,wrapper,0,0,False
BIN_5469951,wrapper,0,0,False
BIN_5470994,wrapper,1,1,False
BIN_5471442,wrapper,1,1,False
BIN_5471653,wrapper,1,1,False
BIN_5472113,wrapper,1,1,False
BIN_5472262,injected,1,1,False
BIN_5472735,injected,0,0,False
BIN_5473382,injected,1,1,False
BIN_5473553,wrapper,1,1,False
BIN_5473776,wrapper,1,1,False
BIN_5474303,wrapper,1,1,False
BIN_5474899,wrapper,1,1,False
BIN_5474982,wrapper,0,0,False
BIN_5475454,injected,1,1,False
BIN_5475476,wrapper,0,0,False
BIN_5476646,wrapper,0,0,False
BIN_5477429,wrapper,1,1,False
BIN_5478555,wrapper,0,0,False
BIN_5479060,wrapper,0,0,False
BIN_5479760,wrapper,0,0,False
BIN_5480279,injected,1,1,False
BIN_5480953,wrapper,1,1,False
BIN_5481011,wrapper,0,0,False
BIN_5482848,wrapper,1,1,False
BIN_5483034,injected,1,1,False
BIN_5483795,wrapper,1,1,False
BIN_5484140,injected,1,1,False
BIN_5484341,wrapper,0,0,False
BIN_5484719,injected,1,1,False
BIN_5485083,wrapper,0,0,False
BIN_5485390,injected,0,0,False
BIN_5485655,wrapper,0,0,False
BIN_5485850,wrapper,0,0,False
BIN_5488514,wrapper,1,1,False
BIN_5488564,wrapper,0,0,False
BIN_5489871,wrapper,0,0,False
BIN_5490260,wrapper,0,0,False
BIN_5490302,wrapper,0,0,False
BIN_5490357,injected,1,1,False
BIN_5491301,wrapper,1,1,False
BIN_5492215,wrapper,0,0,False
BIN_5492464,wrapper,0,0,False
BIN_5492487,wrapper,0,0,False
BIN_5495299,wrapper,0,0,False
BIN_5496482,wrapper,0,0,False
BIN_5497351,injected,1,1,False
BIN_5498454,wrapper,0,0,False
BIN_5499540,injected,1,1,False
BIN_5499577,wrapper,1,1,False
BIN_5499801,injected,0,0,False
BIN_5500190,injected,0,0,False
BIN_5500395,wrapper,1,1,False
BIN_5501936,wrapper,0,0,False
BIN_5502228,wrapper,1,1,False
BIN_5502403,wrapper,1,1,False
BIN_5502582,wrapper,1,1,False
BIN_5502682,wrapper,1,1,False
BIN_5502952,injected,1,1,False
BIN_5503484,injected,0,0,False
BIN_5503670,wrapper,1,1,False
BIN_5504915,wrapper,1,1,False
BIN_5505499,wrapper,1,1,False
BIN_5507477,wrapper,1,1,False
BIN_5507661,wrapper,1,1,False
BIN_5507814,wrapper,0,0,False
BIN_5508232,injected,0,0,False
BIN_5509931,wrapper,1,1,False
BIN_5510383,wrapper,1,1,False
BIN_5510530,wrapper,0,0,False
BIN_5511120,wrapper,1,1,False
BIN_5511150,injected,1,1,False
BIN_5511546,wrapper,0,0,False
BIN_5511819,wrapper,0,0,False
BIN_5512327,wrapper,0,0,False
BIN_5513284,injected,1,1,False
BIN_5513335,wrapper,1,1,False
BIN_5513340,wrapper,0,0,False
BIN_5513965,wrapper,0,0,False
BIN_5515767,wrapper,1,1,False
BIN_5516597,wrapper,1,1,False
BIN_5517325,wrapper,0,0,False
BIN_5517862,injected,1,1,False
BIN_5518560,wrapper,0,0,False
BIN_5520205,injected,0,0,False
BIN_5521216,wrapper,0,0,False
BIN_5522241,wrapper,1,1,False
BIN_5522876,injected,0,0,False
BIN_5523572,wrapper,0,0,False
BIN_5523617,wrapper,0,0,False
BIN_5523990,wrapper,0,0,False
BIN_5524504,wrapper,1,1,False
BIN_5524568,injected,1,1,False
BIN_5524606,wrapper,1,1,False
BIN_5524925,injected,1,1,False
BIN_5526082,injected,0,0,False
BIN_5526110,wrapper,1,1,False
BIN_5526142,injected,1,1,False
BIN_5527060,wrapper,1,1,False
BIN_5527187,injected,0,0,False
BIN_5528366,wrapper,1,1,False
BIN_5528697,wrapper,1,1,False
BIN_5529562,wrapper,0,0,False
BIN_5530230,wrapper,1,1,False
BIN_5530237,wrapper,1,1,False
BIN_5531892,wrapper,1,1,False
BIN_5532614,wrapper,0,0,False
BIN_5532895,injected,1,1,False
BIN_5533240,wrapper,0,0,False
BIN_5533708,injected,0,0,False
BIN_5533768,injected,0,0,False
BIN_5534094,wrapper,0,0,False
BIN_5534664,injected,0,0,False
BIN_5534865,wrapper,0,0,False
BIN_5535642,wrapper,0,0,False
BIN_5535732,injected,1,1,False
BIN_5536111,injected,1,1,False
BIN_5536974,wrapper,1,1,False
BIN_5537106,wrapper,0,0,False
BIN_5537135,injected,1,1,False
BIN_5537512,wrapper,1,1,False
BIN_5537840,wrapper,1,1,False
BIN_5540128,injected,0,0,False
BIN_5540282,wrapper,0,0,False
BIN_5540691,wrapper,0,0,False
BIN_5541427,injected,1,1,False
BIN_5541439,wrapper,1,1,False
BIN_5542340,injected,1,1,False
BIN_5542706,wrapper,1,1,False
BIN_5542979,wrapper,1,1,False
BIN_5544931,injected,0,0,False
BIN_5546563,injected,0,0,False
BIN_5546876,injected,1,1,False
BIN_5547712,injected,1,1,False
BIN_5547795,injected,1,1,False
BIN_5548601,wrapper,0,0,False
BIN_5549219,injected,0,0,False
BIN_5550023,wrapper,1,1,False
BIN_5550698,wrapper,0,0,False
BIN_5551077,wrapper,0,0,False
BIN_5551614,wrapper,0,0,False
BIN_5552118,wrapper,0,0,False
BIN_5552400,wrapper,1,1,False
BIN_5552603,injected,1,1,False
BIN_5553285,wrapper,0,0,False
BIN_5554115,wrapper,0,0,False
BIN_5554710,injected,0,0,False
BIN_5556131,injected,1,1,False
BIN_5558715,wrapper,0,0,False
BIN_5558731,wrapper,1,1,False
BIN_5559221,injected,0,0,False
BIN_5559770,wrapper,1,1,False
BIN_5559926,wrapper,1,1,False
BIN_5560875,injected,1,1,False
BIN_5561496,injected,1,1,False
BIN_5562692,injected,0,0,False
BIN_5563539,wrapper,0,0,False
BIN_5563620,wrapper,1,1,False
BIN_5563816,injected,1,1,False
BIN_5564771,wrapper,1,1,False
BIN_5566060,wrapper,1,1,False
BIN_5566675,injected,0,0,False
BIN_5566838,wrapper,0,0,False
BIN_5566984,wrapper,0,0,False
BIN_5567052,wrapper,0,0,False
BIN_5568084,wrapper,0,0,False
BIN_5568093,injected,0,0,False
BIN_5569397,wrapper,0,0,False
BIN_5570400,wrapper,0,0,False
BIN_5571013,injected,1,1,False
BIN_5571791,wrapper,1,1,False
BIN_5572135,injected,1,1,False
BIN_5572418,wrapper,1,1,False
BIN_5572723,wrapper,0,0,False
BIN_5573020,wrapper,0,0,False
BIN_5573390,injected,1,1,False
BIN_5573561,injected,0,0,False
BIN_5573660,wrapper,1,1,False
BIN_5574008,wrapper,1,1,False
BIN_5574382,wrapper,0,0,False
BIN_5574408,injected,1,1,False
BIN_5574591,wrapper,1,1,False
BIN_5574920,wrapper,1,1,False
BIN_5575814,wrapper,1,1,False
BIN_5576333,wrapper,1,1,False
BIN_5576494,wrapper,1,1,False
BIN_5576654,wrapper,0,0,False
BIN_5576709,injected,0,0,False
BIN_5577491,wrapper,0,0,False
BIN_5578237,injected,1,1,False
BIN_5578392,injected,1,1,False
BIN_5578457,injected,0,0,False
BIN_5579562,wrapper,1,1,False
BIN_5579692,wrapper,1,1,False
BIN_5579937,injected,0,0,False
BIN_5580630,wrapper,0,0,False
BIN_5581655,wrapper,0,0,False
BIN_5582074,wrapper,0,0,False
BIN_5583421,injected,1,1,False
BIN_5584048,wrapper,1,1,False
BIN_5584337,injected,0,0,False
BIN_5585056,wrapper,1,1,False
BIN_5587145,wrapper,1,1,False
BIN_5587954,injected,1,1,False
BIN_5588244,wrapper,1,1,False
BIN_5588675,injected,1,1,False
BIN_5588785,wrapper,0,0,False
BIN_5589821,wrapper,1,1,False
BIN_5591744,injected,0,0,False
BIN_5592400,injected,0,0,False
BIN_5592832,wrapper,1,1,False
BIN_5592913,wrapper,0,0,False
BIN_5593511,wrapper,1,1,False
BIN_5593580,wrapper,0,0,False
BIN_5593669,wrapper,1,1,False
BIN_5594147,wrapper,0,0,False
BIN_5594208,wrapper,1,1,False
BIN_5596160,injected,0,0,False
BIN_5596475,wrapper,1,1,False
BIN_5596656,injected,0,0,False
BIN_5597824,wrapper,0,0,False
BIN_5598329,wrapper,1,1,False
BIN_5599813,wrapper,1,1,False
BIN_5600170,wrapper,0,0,False
BIN_5600930,wrapper,0,0,False
BIN_5601565,wrapper,0,0,False
BIN_5602134,wrapper,1,1,False
BIN_5602871,wrapper,0,0,False
BIN_5603159,wrapper,1,1,False
BIN_5603622,injected,0,0,False
BIN_5604440,wrapper,0,0,False
BIN_5604996,wrapper,0,0,False
BIN_5605584,wrapper,1,1,False
BIN_5606555,wrapper,1,1,False
BIN_5606972,wrapper,0,0,False
BIN_5607454,wrapper,1,1,False
BIN_5607802,wrapper,1,1,False
BIN_5610163,wrapper,1,1,False
BIN_5610174,wrapper,0,0,False
BIN_5610502,wrapper,0,0,False
BIN_5610633,injected,0,0,False
BIN_5611865,wrapper,0,0,False
BIN_5612202,injected,1,1,False
BIN_5613711,wrapper,1,1,False
BIN_5614555,injected,0,0,False
BIN_5614610,wrapper,0,0,False
BIN_5615044,wrapper,0,0,False
BIN_5615168,wrapper,0,0,False
BIN_5615477,injected,0,0,False
BIN_5615864,wrapper,1,1,False
BIN_5616219,injected,0,0,False
BIN_5620218,wrapper,1,1,False
BIN_5620546,wrapper,1,1,False
BIN_5620891,wrapper,0,0,False
BIN_5621731,wrapper,1,1,False
BIN_5621870,wrapper,1,1,False
BIN_5621888,wrapper,0,0,False
BIN_5622018,injected,1,1,False
BIN_5622624,wrapper,1,1,False
BIN_5625012,wrapper,1,1,False
BIN_5625584,wrapper,1,1,False
BIN_5626663,wrapper,0,0,False
BIN_5626799,wrapper,0,0,False
BIN_5627189,injected,0,0,False
BIN_5628197,wrapper,0,0,False
BIN_5628310,wrapper,1,1,False
BIN_5629504,wrapper,0,0,False
BIN_5629960,wrapper,0,0,False
BIN_5630173,wrapper,0,0,False
BIN_5630574,wrapper,0,0,False
BIN_5630584,wrapper,0,0,False
BIN_5630851,wrapper,0,0,False
BIN_5631488,wrapper,1,1,False
BIN_5632677,injected,1,1,False
BIN_5633536,injected,0,0,False
BIN_5634128,wrapper,0,0,False
BIN_5635146,wrapper,0,0,False
BIN_5635225,wrapper,1,1,False
BIN_5635721,wrapper,1,1,False
BIN_5640085,injected,1,1,False
BIN_5640415,wrapper,1,1,False
BIN_5641051,wrapper,0,0,False
BIN_5641323,injected,1,1,False
BIN_5642558,wrapper,1,1,False
BIN_5643967,wrapper,1,1,False
BIN_5644122,wrapper,1,1,False
BIN_5644340,wrapper,1,1,False
BIN_5644895,wrapper,1,1,False
BIN_5645488,wrapper,0,0,False
BIN_5645613,injected,0,0,False
BIN_5647178,wrapper,0,0,False
BIN_5647558,wrapper,0,0,False
BIN_5647913,wrapper,1,1,False
BIN_5648012,wrapper,0,0,False
BIN_5648560,wrapper,0,0,False
BIN_5648638,wrapper,0,0,False
BIN_5649070,injected,0,0,False
BIN_5649361,wrapper,0,0,False
BIN_5649856,injected,0,0,False
BIN_5650722,wrapper,0,0,False
BIN_5651388,injected,1,1,False
BIN_5651750,wrapper,0,0,False
BIN_5652651,wrapper,1,1,False
BIN_5654118,wrapper,0,0,False
BIN_5654417,wrapper,0,0,False
BIN_5656565,wrapper,1,1,False
BIN_5657125,wrapper,0,0,False
BIN_5657479,wrapper,1,1,False
BIN_5657771,wrapper,1,1,False
BIN_5658328,wrapper,1,1,False
BIN_5658429,wrapper,0,0,False
BIN_5659046,wrapper,1,1,False
BIN_5659268,wrapper,1,1,False
BIN_5659865,wrapper,0,0,False
BIN_5661343,wrapper,0,0,False
BIN_5661748,wrapper,0,0,False
BIN_5662251,injected,1,1,False
BIN_5662354,wrapper,1,1,False
BIN_5663032,wrapper,1,1,False
BIN_5663156,wrapper,0,0,False
BIN_5663703,wrapper,1,1,False
BIN_5664066,wrapper,0,0,False
BIN_5664667,wrapper,1,1,False
BIN_5665512,wrapper,1,1,False
BIN_5665516,wrapper,0,0,False
BIN_5665789,injected,0,0,False
BIN_5666139,wrapper,0,0,False
BIN_5667234,wrapper,1,1,False
BIN_5667509,wrapper,0,0,False
BIN_5668237,injected,0,0,False
BIN_5669932,wrapper,1,1,False
BIN_5670008,wrapper,1,1,False
BIN_5670101,wrapper,1,1,False
BIN_5670517,injected,0,0,False
BIN_5670795,wrapper,1,1,False
BIN_5670921,injected,0,0,False
BIN_5671699,wrapper,0,0,False
BIN_5673410,wrapper,0,0,False
BIN_5673608,injected,1,1,False
BIN_5674111,injected,1,1,False
BIN_5674393,injected,0,0,False
BIN_5674554,wrapper,1,1,False
BIN_5674911,wrapper,1,1,False
BIN_5676593,wrapper,0,0,False
BIN_5676914,injected,0,0,False
BIN_5677285,wrapper,1,1,False
