split,binary_id,sid,label,cwe,entry_line,high_pc,var_lines,ptr_sig,struct_size_sig,member_sig,char_first_type,line_seq_compact,body_len,insn_count,call_count,branch_count,key_op_full,key_marker_tail,ins_preview
train,BIN_2074684,40992,1,CWE-459,28,183,30|34|35|36,j:0|filename:1|tmpl:0|pFile:1,pFile:8,_Placeholder@0:*void,,29|31|35|38|39|41|42|44|45|31|51,183,43,4,4,c3aced9f9f025548,89d7cc02ebd80848,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N movabs:rax,N movabs:rdx,N mov:qwordptr_[rbp-N],rax mov:qwordptr_[rbp-N],rdx mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:rcx,rax mov:rax,qword"
train,BIN_4599756,40993,1,CWE-459,28,157,33|34|35,filename:1|tmpl:0|pFile:1,pFile:8,_Placeholder@0:*void,,29|30|34|37|38|40|41|43|44|49,157,38,4,2,454d455f19c6327e,49b26f9a0d3d0a04,"push:rbp mov:rbp,rsp sub:rsp,N nop: movabs:rax,N movabs:rdx,N mov:qwordptr_[rbp-N],rax mov:qwordptr_[rbp-N],rdx mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:rcx,rax mov:rax,qwordptr_[rip+N] call:rax mov"
test,BIN_4184059,40994,1,CWE-464,18,94,20|23|31,data:0|charArraySource:0|charArraySink:0,,,,19|21|24|25|28|32|34|35|36|37|39,94,27,4,0,728428e05f5d381f,aa8ecc1b83e6b6f5,"push:rbp mov:rbp,rsp sub:rsp,N mov:byteptr_[rbp-1],N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax call:N mov:byteptr_[rbp-3],al mov:byteptr_[rbp-2],0 lea:rax,[rbp-3] mov:rcx,rax call:N mov:"
train,BIN_2162526,40996,1,CWE-464,18,94,20|25|34,data:0|charArraySource:0|charArraySink:0,,,,19|21|26|27|30|35|37|38|39|40|42,94,27,4,0,728428e05f5d381f,aa8ecc1b83e6b6f5,"push:rbp mov:rbp,rsp sub:rsp,N mov:byteptr_[rbp-1],N mov:ecx,0 mov:rax,qwordptr_[rip+N] call:rax mov:rcx,rax call:N mov:byteptr_[rbp-3],al mov:byteptr_[rbp-2],0 lea:rax,[rbp-3] mov:rcx,rax call:N mov:"
train,BIN_6747213,41131,1,CWE-468,17,133,19|23|24|27,j:0|intArray:0|intPointer:1|toPrint:0,,,,18|20|23|24|27|28|20|31,133,31,1,2,949590ded4836834,bdabbd9accfd2f55,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N mov:dwordptr_[rbp-N],1 mov:dwordptr_[rbp-N],2 mov:dwordptr_[rbp-N],3 mov:dwordptr_[rbp-N],4 mov:dwordptr_[rbp-N],5 mov:dwordptr_[rbp-N],6 mo"
train,BIN_1492244,41132,1,CWE-468,17,114,22|23|26,intArray:0|intPointer:1|toPrint:0,,,,18|19|22|23|26|27|29,114,26,1,0,cf402597f31096c9,d35fe08b53986cb6,"push:rbp mov:rbp,rsp sub:rsp,N nop: mov:dwordptr_[rbp-N],1 mov:dwordptr_[rbp-N],2 mov:dwordptr_[rbp-N],3 mov:dwordptr_[rbp-N],4 mov:dwordptr_[rbp-N],5 mov:dwordptr_[rbp-N],6 mov:dwordptr_[rbp-N],7 mov"
test,BIN_6537894,41133,1,CWE-469,21,111,24|25|26|27,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,,,,22|24|25|28|29|31|34|36|38,111,28,3,1,473d7ec347403415,ec7d2bef62ab2cac,"push:rbp mov:rbp,rsp sub:rsp,N movabs:rax,N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:edx,N mov:rcx,rax call:N mov:qwordptr_[r"
train,BIN_7797754,41134,1,CWE-469,21,111,26|27|28|29,string1:0|string2:0|slashInString1:1|indexOfSlashInString1:0,,,,22|26|27|30|31|33|36|38|41,111,28,3,1,473d7ec347403415,ec7d2bef62ab2cac,"push:rbp mov:rbp,rsp sub:rsp,N movabs:rax,N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N mov:qwordptr_[rbp-N],rax mov:dwordptr_[rbp-N],N lea:rax,[rbp-N] mov:edx,N mov:rcx,rax call:N mov:qwordptr_[r"
train,BIN_6020353,41587,1,CWE-479,43,55,45,j:0,,,,44|46|48|46|50,55,17,1,2,fb12e204ca68ef06,e209f9b8384c810f,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N lea:rax,[rip-N] mov:rdx,rax mov:ecx,2 call:N add:dwordptr_[rbp-4],1 cmp:dwordptr_[rbp-4],0 jle:N nop: nop: add:rsp,N pop:rbp ret:"
train,BIN_5739603,41588,1,CWE-479,43,36,,,,,,44|45|47|48,36,12,1,0,ddc97e2cd87b8986,da39a3ee5e6b4b0d,"push:rbp mov:rbp,rsp sub:rsp,N nop: lea:rax,[rip-N] mov:rdx,rax mov:ecx,2 call:N nop: add:rsp,N pop:rbp ret:"
test,BIN_5474899,41589,1,CWE-480,46,7,,,,,,47|53,7,5,0,0,af268b822f7cc213,da39a3ee5e6b4b0d,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
train,BIN_9403029,41590,1,CWE-480,46,7,,,,,,47|56,7,5,0,0,af268b822f7cc213,da39a3ee5e6b4b0d,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
train,BIN_5799337,41591,1,CWE-480,46,7,,,,,,47|56,7,5,0,0,af268b822f7cc213,da39a3ee5e6b4b0d,"push:rbp mov:rbp,rsp nop: pop:rbp ret:"
train,BIN_2746655,41622,1,CWE-481,17,46,22,intRand:0,,,,18|22|24|26|29|31,46,14,2,0,ecfc7dfbec283975,b121f6b5669f596f,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:dwordptr_[rbp-4],eax mov:dwordptr_[rbp-4],5 lea:rax,[rip+N] mov:rcx,rax call:N nop: nop: add:rsp,N pop:rbp ret:"
train,BIN_6111685,41623,1,CWE-481,17,65,19|23,j:0|intRand:0,,,,18|20|23|25|27|20|31,65,19,2,2,ee0ef872516fcdc9,03fa370e70e0ea43,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N call:N mov:dwordptr_[rbp-8],eax mov:dwordptr_[rbp-8],5 lea:rax,[rip+N] mov:rcx,rax call:N add:dwordptr_[rbp-4],1 cmp:dwordptr_[rbp-4],0 jle:"
train,BIN_6664466,41624,1,CWE-481,17,46,22,intRand:0,,,,18|19|22|24|26|29,46,14,2,0,fe45a6a840b1ceba,b121f6b5669f596f,"push:rbp mov:rbp,rsp sub:rsp,N nop: call:N mov:dwordptr_[rbp-4],eax mov:dwordptr_[rbp-4],5 lea:rax,[rip+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
test,BIN_3584569,41625,1,CWE-482,17,42,20,intBadSink:0,,,,18|20|22|25|27,42,14,2,0,c7dd9c27ce90d6f0,104e8c7fa17b8b4a,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_1388029,41626,1,CWE-482,17,42,22,intBadSink:0,,,,18|22|24|27|30,42,14,2,0,c7dd9c27ce90d6f0,104e8c7fa17b8b4a,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_6337845,41627,1,CWE-482,17,42,22,intBadSink:0,,,,18|22|24|27|30,42,14,2,0,c7dd9c27ce90d6f0,104e8c7fa17b8b4a,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_3561858,41628,1,CWE-482,23,51,28,intBadSink:0,,,,24|25|28|30|33|36,51,17,2,1,ebaeb87dd882653e,104e8c7fa17b8b4a,"push:rbp mov:rbp,rsp sub:rsp,N mov:eax,1 test:eax,eax je:N mov:dwordptr_[rbp-4],0 mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N mov:eax,dwordptr_[rbp-4] mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_8583996,41660,1,CWE-483,17,111,22|23,x:0|y:0,,,,18|22|23|27|28|30|32|35|37,111,33,3,1,b4bb579aec400969,645e1a3a9670e03a,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax ad"
test,BIN_4390572,41662,1,CWE-483,17,111,22|23,x:0|y:0,,,,18|19|22|23|27|28|30|32|35,111,33,3,1,b369df6eae8a564f,645e1a3a9670e03a,"push:rbp mov:rbp,rsp sub:rsp,N nop: call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,e"
train,BIN_9717506,41663,1,CWE-484,17,151,20,x:0,,,,18|20|22|25|27|28|30|31|33|34|37,151,46,5,7,e1ba360757989f6c,d7afe83e6cad04f9,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax ad"
train,BIN_4362207,41665,1,CWE-484,17,151,22,x:0,,,,18|22|24|27|29|30|32|33|35|36|40,151,46,5,7,e1ba360757989f6c,d7afe83e6cad04f9,"push:rbp mov:rbp,rsp sub:rsp,N call:N mov:edx,eax movsxd:rax,edx imul:rax,rax,N shr:rax,N mov:ecx,edx sar:ecx,N sub:eax,ecx mov:dwordptr_[rbp-4],eax mov:ecx,dwordptr_[rbp-4] mov:eax,ecx add:eax,eax ad"
train,BIN_5368387,42495,1,CWE-571,10,30,,,,,,11|15|17,30,10,1,0,29d1f70a86127892,da39a3ee5e6b4b0d,"push:rbp mov:rbp,rsp sub:rsp,N lea:rax,[rip+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_9702897,42496,1,CWE-571,10,40,13,uIntBad:0,,,,11|13|18|20,40,13,2,0,7f4afa34fec2a00e,d47cbbe7798d2db1,"push:rbp mov:rbp,rsp sub:rsp,N call:N add:eax,eax mov:dwordptr_[rbp-4],eax lea:rax,[rip+N] mov:rcx,rax call:N nop: add:rsp,N pop:rbp ret:"
test,BIN_4865561,42497,1,CWE-587,17,40,21,charPointer:1,,,,18|21|22|24,40,13,1,0,1b12dbc01db0c8bc,0f0efdecdb629e3c,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],N mov:rax,qwordptr_[rbp-8] movzx:eax,byteptr_[rax] movsx:eax,al mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_7656369,42498,1,CWE-587,17,40,23,charPointer:1,,,,18|23|24|27,40,13,1,0,1b12dbc01db0c8bc,0f0efdecdb629e3c,"push:rbp mov:rbp,rsp sub:rsp,N mov:qwordptr_[rbp-8],N mov:rax,qwordptr_[rbp-8] movzx:eax,byteptr_[rax] movsx:eax,al mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_8405588,42500,1,CWE-587,23,49,29,charPointer:1,,,,24|25|29|30|33,49,16,1,1,8ed40fd3eb3a3e66,0f0efdecdb629e3c,"push:rbp mov:rbp,rsp sub:rsp,N mov:eax,1 test:eax,eax je:N mov:qwordptr_[rbp-8],N mov:rax,qwordptr_[rbp-8] movzx:eax,byteptr_[rax] movsx:eax,al mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
train,BIN_1207719,42513,1,CWE-587,17,60,19|24,j:0|charPointer:1,,,,18|20|24|25|20|28,60,19,1,2,c40a146923d4f0c1,b1e86786cf455432,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-4],0 jmp:N mov:qwordptr_[rbp-N],N mov:rax,qwordptr_[rbp-N] movzx:eax,byteptr_[rax] movsx:eax,al mov:ecx,eax call:N add:dwordptr_[rbp-4],1 cmp:dwordptr_"
train,BIN_8795417,42514,1,CWE-587,17,41,23,charPointer:1,,,,18|19|23|24|26,41,14,1,0,1badc60d8b168586,0f0efdecdb629e3c,"push:rbp mov:rbp,rsp sub:rsp,N nop: mov:qwordptr_[rbp-8],N mov:rax,qwordptr_[rbp-8] movzx:eax,byteptr_[rax] movsx:eax,al mov:ecx,eax call:N nop: add:rsp,N pop:rbp ret:"
test,BIN_8596009,42515,1,CWE-588,-1,-1,,,,,,,58,16,1,0,e951045363812825,c07018311edd7c2d,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-N],N mov:dwordptr_[rbp-N],0 mov:dwordptr_[rbp-N],0 lea:rax,[rbp-N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax+4] mov:ecx,e"
train,BIN_5430767,42516,1,CWE-588,-1,-1,,,,,,,58,16,1,0,e951045363812825,c07018311edd7c2d,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-N],N mov:dwordptr_[rbp-N],0 mov:dwordptr_[rbp-N],0 lea:rax,[rbp-N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax+4] mov:ecx,e"
train,BIN_9811340,42517,1,CWE-588,-1,-1,,,,,,,58,16,1,0,e951045363812825,c07018311edd7c2d,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-N],N mov:dwordptr_[rbp-N],0 mov:dwordptr_[rbp-N],0 lea:rax,[rbp-N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax+4] mov:ecx,e"
train,BIN_5661612,42518,1,CWE-588,-1,-1,,,,,,,58,16,1,0,e951045363812825,c07018311edd7c2d,"push:rbp mov:rbp,rsp sub:rsp,N mov:dwordptr_[rbp-N],N mov:dwordptr_[rbp-N],0 mov:dwordptr_[rbp-N],0 lea:rax,[rbp-N] mov:qwordptr_[rbp-8],rax mov:rax,qwordptr_[rbp-8] mov:eax,dwordptr_[rax+4] mov:ecx,e"
