fold,binary_id,sid,true,old,new,dist,body_pred,struct_pred
2,BIN_4410861,5771,CWE-122,CWE-122,CWE-121,1044,CWE-121,CWE-121
2,BIN_4412923,6623,CWE-122,CWE-122,CWE-121,1896,CWE-126,CWE-121
2,BIN_4418650,5197,CWE-122,CWE-122,CWE-121,470,CWE-121,CWE-121
2,BIN_4425161,6392,CWE-122,CWE-122,CWE-121,1665,CWE-121,CWE-121
2,BIN_4428232,5176,CWE-122,CWE-122,CWE-121,449,CWE-126,CWE-126
2,BIN_4429869,6866,CWE-122,CWE-122,CWE-121,2139,CWE-122,CWE-121
2,BIN_4444540,7022,CWE-122,CWE-122,CWE-121,2295,CWE-122,CWE-121
2,BIN_4468888,6300,CWE-122,CWE-122,CWE-121,1573,CWE-122,CWE-126
2,BIN_4485257,4976,CWE-122,CWE-122,CWE-121,249,CWE-122,CWE-126
2,BIN_4486942,6636,CWE-122,CWE-122,CWE-121,1909,CWE-122,CWE-121
2,BIN_4507610,5900,CWE-122,CWE-122,CWE-121,1173,CWE-122,CWE-121
2,BIN_4513779,5807,CWE-122,CWE-122,CWE-121,1080,CWE-121,CWE-121
2,BIN_4521570,6474,CWE-122,CWE-122,CWE-121,1747,CWE-126,CWE-121
2,BIN_4535185,5670,CWE-122,CWE-122,CWE-121,943,CWE-122,CWE-121
2,BIN_4548435,5608,CWE-122,CWE-122,CWE-121,881,CWE-122,CWE-121
2,BIN_4548608,5488,CWE-122,CWE-122,CWE-121,761,CWE-122,CWE-126
2,BIN_4561751,6276,CWE-122,CWE-122,CWE-121,1549,CWE-121,CWE-121
2,BIN_4571896,7001,CWE-122,CWE-122,CWE-121,2274,CWE-122,CWE-121
2,BIN_4577239,5284,CWE-122,CWE-122,CWE-121,557,CWE-122,CWE-121
2,BIN_4577870,5772,CWE-122,CWE-122,CWE-121,1045,CWE-122,CWE-121
2,BIN_4602937,6385,CWE-122,CWE-122,CWE-121,1658,CWE-121,CWE-121
2,BIN_4617918,5091,CWE-122,CWE-122,CWE-121,364,CWE-126,CWE-121
2,BIN_4621037,6710,CWE-122,CWE-122,CWE-121,1983,CWE-126,CWE-121
2,BIN_4621222,7024,CWE-122,CWE-122,CWE-121,2297,CWE-122,CWE-126
2,BIN_4627060,6189,CWE-122,CWE-122,CWE-121,1462,CWE-121,CWE-121
2,BIN_4628035,5416,CWE-122,CWE-122,CWE-121,689,CWE-122,CWE-121
2,BIN_4655354,6872,CWE-122,CWE-122,CWE-121,2145,CWE-122,CWE-121
2,BIN_4660012,5662,CWE-122,CWE-122,CWE-121,935,CWE-122,CWE-121
2,BIN_4669139,7014,CWE-122,CWE-122,CWE-121,2287,CWE-122,CWE-121
2,BIN_4688966,5269,CWE-122,CWE-122,CWE-121,542,CWE-122,CWE-121
2,BIN_4705713,5724,CWE-122,CWE-122,CWE-121,997,CWE-122,CWE-126
2,BIN_4709133,6237,CWE-122,CWE-122,CWE-121,1510,CWE-121,CWE-121
2,BIN_4711650,6614,CWE-122,CWE-122,CWE-121,1887,CWE-126,CWE-121
2,BIN_4734088,4997,CWE-122,CWE-122,CWE-121,270,CWE-126,CWE-126
2,BIN_4737659,5763,CWE-122,CWE-122,CWE-121,1036,CWE-121,CWE-121
2,BIN_4745856,5893,CWE-122,CWE-122,CWE-121,1166,CWE-122,CWE-121
2,BIN_4756961,5610,CWE-122,CWE-122,CWE-121,883,CWE-122,CWE-121
2,BIN_4779903,5654,CWE-122,CWE-122,CWE-121,927,CWE-122,CWE-121
2,BIN_4782810,5043,CWE-122,CWE-122,CWE-121,316,CWE-126,CWE-121
2,BIN_4790582,6091,CWE-122,CWE-122,CWE-121,1364,CWE-121,CWE-121
2,BIN_4811189,7152,CWE-122,CWE-122,CWE-121,2425,CWE-122,CWE-121
2,BIN_4824557,6918,CWE-122,CWE-122,CWE-121,2191,CWE-122,CWE-121
2,BIN_4839161,6999,CWE-122,CWE-122,CWE-121,2272,CWE-122,CWE-121
2,BIN_4850010,6668,CWE-122,CWE-122,CWE-121,1941,CWE-126,CWE-121
2,BIN_4857580,5612,CWE-122,CWE-122,CWE-121,885,CWE-122,CWE-121
2,BIN_4878558,7141,CWE-122,CWE-122,CWE-121,2414,CWE-122,CWE-121
2,BIN_4886411,6529,CWE-122,CWE-122,CWE-121,1802,CWE-126,CWE-121
2,BIN_4887578,6290,CWE-122,CWE-122,CWE-121,1563,CWE-121,CWE-121
2,BIN_4889136,6468,CWE-122,CWE-122,CWE-121,1741,CWE-126,CWE-121
2,BIN_4896253,5472,CWE-122,CWE-122,CWE-121,745,CWE-122,CWE-121
2,BIN_4900909,5035,CWE-122,CWE-122,CWE-121,308,CWE-126,CWE-121
2,BIN_4911498,5094,CWE-122,CWE-122,CWE-121,367,CWE-126,CWE-126
2,BIN_4917938,6817,CWE-122,CWE-122,CWE-121,2090,CWE-122,CWE-121
2,BIN_4928264,6612,CWE-122,CWE-122,CWE-121,1885,CWE-126,CWE-121
2,BIN_4943245,6771,CWE-122,CWE-122,CWE-121,2044,CWE-122,CWE-121
2,BIN_4946142,5663,CWE-122,CWE-122,CWE-121,936,CWE-122,CWE-121
2,BIN_4964648,6678,CWE-122,CWE-122,CWE-121,1951,CWE-126,CWE-121
2,BIN_4990946,5520,CWE-122,CWE-122,CWE-121,793,CWE-122,CWE-121
2,BIN_5013014,6374,CWE-122,CWE-122,CWE-121,1647,CWE-121,CWE-121
2,BIN_5017840,5055,CWE-122,CWE-122,CWE-121,328,CWE-121,CWE-121
2,BIN_5024356,5325,CWE-122,CWE-122,CWE-121,598,CWE-121,CWE-121
2,BIN_5058535,6433,CWE-122,CWE-122,CWE-121,1706,CWE-121,CWE-121
2,BIN_5069209,5238,CWE-122,CWE-122,CWE-121,511,CWE-126,CWE-126
2,BIN_5083955,6968,CWE-122,CWE-122,CWE-121,2241,CWE-122,CWE-121
2,BIN_5090959,5942,CWE-122,CWE-122,CWE-121,1215,CWE-122,CWE-121
2,BIN_5146272,5278,CWE-122,CWE-122,CWE-121,551,CWE-122,CWE-121
2,BIN_5186093,4920,CWE-126,CWE-126,CWE-121,193,CWE-121,CWE-126
2,BIN_5187056,6772,CWE-122,CWE-122,CWE-121,2045,CWE-121,CWE-121
2,BIN_5207054,5080,CWE-122,CWE-122,CWE-121,353,CWE-126,CWE-121
2,BIN_5238470,5949,CWE-122,CWE-122,CWE-121,1222,CWE-122,CWE-121
2,BIN_5261886,6862,CWE-122,CWE-122,CWE-121,2135,CWE-122,CWE-121
2,BIN_5297647,6235,CWE-122,CWE-122,CWE-121,1508,CWE-121,CWE-121
2,BIN_5300960,7046,CWE-122,CWE-122,CWE-121,2319,CWE-121,CWE-121
2,BIN_5355427,5614,CWE-122,CWE-122,CWE-121,887,CWE-122,CWE-121
2,BIN_5356629,5561,CWE-122,CWE-122,CWE-121,834,CWE-121,CWE-121
2,BIN_5364437,5776,CWE-122,CWE-122,CWE-121,1049,CWE-122,CWE-121
2,BIN_5366456,6492,CWE-122,CWE-122,CWE-121,1765,CWE-122,CWE-121
2,BIN_5381674,5950,CWE-122,CWE-122,CWE-121,1223,CWE-122,CWE-121
2,BIN_5390820,4988,CWE-122,CWE-122,CWE-121,261,CWE-126,CWE-126
2,BIN_5397102,7047,CWE-122,CWE-122,CWE-121,2320,CWE-121,CWE-121
2,BIN_5413653,7213,CWE-122,CWE-122,CWE-121,2486,CWE-122,CWE-121
2,BIN_5413828,4947,CWE-126,CWE-126,CWE-121,220,CWE-122,CWE-122
2,BIN_5420752,5943,CWE-122,CWE-122,CWE-121,1216,CWE-122,CWE-121
2,BIN_5426825,5131,CWE-122,CWE-122,CWE-121,404,CWE-126,CWE-121
2,BIN_5430274,5222,CWE-122,CWE-122,CWE-121,495,CWE-126,CWE-121
2,BIN_5432009,5247,CWE-122,CWE-122,CWE-121,520,CWE-126,CWE-126
2,BIN_5444762,6863,CWE-122,CWE-122,CWE-121,2136,CWE-122,CWE-121
2,BIN_5475906,4991,CWE-122,CWE-122,CWE-121,264,CWE-126,CWE-126
2,BIN_5485243,6437,CWE-122,CWE-122,CWE-121,1710,CWE-121,CWE-121
2,BIN_5486685,6780,CWE-122,CWE-122,CWE-121,2053,CWE-122,CWE-126
2,BIN_5487259,6048,CWE-122,CWE-122,CWE-121,1321,CWE-121,CWE-121
2,BIN_5493288,5678,CWE-122,CWE-122,CWE-121,951,CWE-122,CWE-121
2,BIN_5516038,5103,CWE-122,CWE-122,CWE-121,376,CWE-126,CWE-126
2,BIN_5526123,6243,CWE-122,CWE-122,CWE-121,1516,CWE-121,CWE-121
2,BIN_5539522,5565,CWE-122,CWE-122,CWE-121,838,CWE-121,CWE-121
2,BIN_5547386,5897,CWE-122,CWE-122,CWE-121,1170,CWE-122,CWE-121
2,BIN_5559695,5898,CWE-122,CWE-122,CWE-121,1171,CWE-122,CWE-121
2,BIN_5562001,5291,CWE-122,CWE-122,CWE-121,564,CWE-121,CWE-121
2,BIN_5566349,6972,CWE-122,CWE-122,CWE-121,2245,CWE-122,CWE-126
2,BIN_5575274,6902,CWE-122,CWE-122,CWE-121,2175,CWE-122,CWE-121
2,BIN_5584379,5804,CWE-122,CWE-122,CWE-121,1077,CWE-121,CWE-121
2,BIN_5588894,5149,CWE-122,CWE-122,CWE-121,422,CWE-121,CWE-121
2,BIN_5599121,5844,CWE-122,CWE-122,CWE-121,1117,CWE-122,CWE-121
2,BIN_5602016,5810,CWE-122,CWE-122,CWE-121,1083,CWE-121,CWE-121
2,BIN_5602114,6389,CWE-122,CWE-122,CWE-121,1662,CWE-121,CWE-121
2,BIN_5608052,5190,CWE-122,CWE-122,CWE-121,463,CWE-126,CWE-126
2,BIN_5633642,5477,CWE-122,CWE-122,CWE-121,750,CWE-122,CWE-121
2,BIN_5671478,5052,CWE-122,CWE-122,CWE-121,325,CWE-126,CWE-126
2,BIN_5676817,4957,CWE-122,CWE-122,CWE-121,230,CWE-122,CWE-122
2,BIN_5692531,6156,CWE-122,CWE-122,CWE-121,1429,CWE-122,CWE-126
2,BIN_5692768,7052,CWE-122,CWE-122,CWE-121,2325,CWE-121,CWE-121
2,BIN_5701423,7143,CWE-122,CWE-122,CWE-121,2416,CWE-122,CWE-121
2,BIN_5709444,5382,CWE-122,CWE-122,CWE-121,655,CWE-122,CWE-121
2,BIN_5709605,5462,CWE-122,CWE-122,CWE-121,735,CWE-122,CWE-121
2,BIN_5721382,6284,CWE-122,CWE-122,CWE-121,1557,CWE-121,CWE-121
2,BIN_5740953,6160,CWE-122,CWE-122,CWE-121,1433,CWE-122,CWE-126
2,BIN_5741728,5712,CWE-122,CWE-122,CWE-121,985,CWE-122,CWE-121
2,BIN_5749933,6665,CWE-122,CWE-122,CWE-121,1938,CWE-126,CWE-121
2,BIN_5756942,6961,CWE-122,CWE-122,CWE-121,2234,CWE-122,CWE-121
2,BIN_5762697,6731,CWE-122,CWE-122,CWE-121,2004,CWE-126,CWE-121
2,BIN_5794434,5573,CWE-122,CWE-122,CWE-121,846,CWE-121,CWE-121
2,BIN_5794818,6660,CWE-122,CWE-122,CWE-121,1933,CWE-126,CWE-121
2,BIN_5804140,6805,CWE-122,CWE-122,CWE-121,2078,CWE-122,CWE-121
2,BIN_5820480,6446,CWE-122,CWE-122,CWE-121,1719,CWE-121,CWE-121
2,BIN_5861769,6434,CWE-122,CWE-122,CWE-121,1707,CWE-121,CWE-121
2,BIN_5866049,6480,CWE-122,CWE-122,CWE-121,1753,CWE-126,CWE-121
2,BIN_5881688,7099,CWE-122,CWE-122,CWE-121,2372,CWE-122,CWE-121
2,BIN_5882806,6049,CWE-122,CWE-122,CWE-121,1322,CWE-121,CWE-121
2,BIN_5895479,6000,CWE-122,CWE-122,CWE-121,1273,CWE-122,CWE-121
2,BIN_5898123,5536,CWE-122,CWE-122,CWE-121,809,CWE-122,CWE-126
2,BIN_5905555,6951,CWE-122,CWE-122,CWE-121,2224,CWE-122,CWE-121
2,BIN_5922006,5869,CWE-122,CWE-122,CWE-121,1142,CWE-122,CWE-121
2,BIN_5928361,5371,CWE-122,CWE-122,CWE-121,644,CWE-122,CWE-121
2,BIN_5940507,5861,CWE-122,CWE-122,CWE-121,1134,CWE-122,CWE-121
2,BIN_5944220,5125,CWE-122,CWE-122,CWE-121,398,CWE-121,CWE-121
2,BIN_5949973,6855,CWE-122,CWE-122,CWE-121,2128,CWE-122,CWE-121
2,BIN_5981098,6760,CWE-122,CWE-122,CWE-121,2033,CWE-122,CWE-121
2,BIN_5998118,5045,CWE-122,CWE-122,CWE-121,318,CWE-126,CWE-121
2,BIN_6019454,7003,CWE-122,CWE-122,CWE-121,2276,CWE-122,CWE-121
2,BIN_6029066,6004,CWE-122,CWE-122,CWE-121,1277,CWE-121,CWE-121
2,BIN_6052558,6639,CWE-122,CWE-122,CWE-121,1912,CWE-126,CWE-121
2,BIN_6064493,6807,CWE-122,CWE-122,CWE-121,2080,CWE-122,CWE-121
2,BIN_6078409,6242,CWE-122,CWE-122,CWE-121,1515,CWE-121,CWE-121
2,BIN_6113109,5372,CWE-122,CWE-122,CWE-121,645,CWE-122,CWE-121
2,BIN_6114566,6685,CWE-122,CWE-122,CWE-121,1958,CWE-126,CWE-121
2,BIN_6121037,6111,CWE-122,CWE-122,CWE-121,1384,CWE-126,CWE-121
2,BIN_6122216,6575,CWE-122,CWE-122,CWE-121,1848,CWE-126,CWE-121
2,BIN_6123550,5913,CWE-122,CWE-122,CWE-121,1186,CWE-121,CWE-121
2,BIN_6158187,5142,CWE-122,CWE-122,CWE-121,415,CWE-126,CWE-126
2,BIN_6181371,5816,CWE-122,CWE-122,CWE-121,1089,CWE-121,CWE-121
2,BIN_6226087,5903,CWE-122,CWE-122,CWE-121,1176,CWE-122,CWE-121
2,BIN_6258503,5241,CWE-122,CWE-122,CWE-121,514,CWE-121,CWE-121
2,BIN_6259703,7051,CWE-122,CWE-122,CWE-121,2324,CWE-121,CWE-121
2,BIN_6277642,7202,CWE-122,CWE-122,CWE-121,2475,CWE-122,CWE-121
2,BIN_6283205,6347,CWE-122,CWE-122,CWE-121,1620,CWE-121,CWE-121
2,BIN_6297907,5902,CWE-122,CWE-122,CWE-121,1175,CWE-122,CWE-121
2,BIN_6300779,7195,CWE-122,CWE-122,CWE-121,2468,CWE-122,CWE-121
2,BIN_6339089,6147,CWE-122,CWE-122,CWE-121,1420,CWE-121,CWE-121
2,BIN_6340889,6472,CWE-122,CWE-122,CWE-121,1745,CWE-126,CWE-121
2,BIN_6349108,5473,CWE-122,CWE-122,CWE-121,746,CWE-122,CWE-121
2,BIN_6351296,5521,CWE-122,CWE-122,CWE-121,794,CWE-122,CWE-121
2,BIN_6356599,7019,CWE-122,CWE-122,CWE-121,2292,CWE-122,CWE-121
2,BIN_6365556,5846,CWE-122,CWE-122,CWE-121,1119,CWE-122,CWE-121
2,BIN_6389835,5225,CWE-122,CWE-122,CWE-121,498,CWE-126,CWE-121
2,BIN_6418582,6736,CWE-122,CWE-122,CWE-121,2009,CWE-122,CWE-121
2,BIN_6426002,5228,CWE-122,CWE-122,CWE-121,501,CWE-121,CWE-121
2,BIN_6427524,5483,CWE-122,CWE-122,CWE-121,756,CWE-121,CWE-121
2,BIN_6431228,6157,CWE-122,CWE-122,CWE-121,1430,CWE-121,CWE-121
2,BIN_6440321,7188,CWE-122,CWE-122,CWE-121,2461,CWE-122,CWE-121
2,BIN_6440355,4965,CWE-126,CWE-126,CWE-121,238,CWE-122,CWE-122
2,BIN_6481016,5657,CWE-122,CWE-122,CWE-121,930,CWE-122,CWE-121
2,BIN_6483478,6673,CWE-122,CWE-122,CWE-121,1946,CWE-126,CWE-121
2,BIN_6484564,5076,CWE-122,CWE-122,CWE-121,349,CWE-126,CWE-121
2,BIN_6487224,6827,CWE-122,CWE-122,CWE-121,2100,CWE-122,CWE-121
2,BIN_6493055,4978,CWE-126,CWE-126,CWE-121,251,CWE-122,CWE-126
2,BIN_6504243,5702,CWE-122,CWE-122,CWE-121,975,CWE-122,CWE-121
2,BIN_6527935,5797,CWE-122,CWE-122,CWE-121,1070,CWE-121,CWE-121
2,BIN_6536170,6190,CWE-122,CWE-122,CWE-121,1463,CWE-121,CWE-121
2,BIN_6537653,6776,CWE-122,CWE-122,CWE-121,2049,CWE-121,CWE-121
2,BIN_6540658,5809,CWE-122,CWE-122,CWE-121,1082,CWE-121,CWE-121
2,BIN_6561435,6232,CWE-122,CWE-122,CWE-121,1505,CWE-121,CWE-121
2,BIN_6586338,5847,CWE-122,CWE-122,CWE-121,1120,CWE-122,CWE-121
2,BIN_6604424,6386,CWE-122,CWE-122,CWE-121,1659,CWE-121,CWE-121
2,BIN_6621089,5082,CWE-122,CWE-122,CWE-121,355,CWE-126,CWE-121
2,BIN_6643171,5762,CWE-122,CWE-122,CWE-121,1035,CWE-121,CWE-121
2,BIN_6676079,5557,CWE-122,CWE-122,CWE-121,830,CWE-121,CWE-121
2,BIN_6685372,6009,CWE-122,CWE-122,CWE-121,1282,CWE-121,CWE-121
2,BIN_6688707,5461,CWE-122,CWE-122,CWE-121,734,CWE-122,CWE-121
2,BIN_6692141,5126,CWE-122,CWE-122,CWE-121,399,CWE-121,CWE-121
2,BIN_6704539,5098,CWE-122,CWE-122,CWE-121,371,CWE-121,CWE-121
2,BIN_6719524,6764,CWE-122,CWE-122,CWE-121,2037,CWE-122,CWE-121
2,BIN_6722879,6279,CWE-122,CWE-122,CWE-121,1552,CWE-121,CWE-121
2,BIN_6750516,5184,CWE-122,CWE-122,CWE-121,457,CWE-126,CWE-126
2,BIN_6791570,6681,CWE-122,CWE-122,CWE-121,1954,CWE-126,CWE-121
2,BIN_6800986,5463,CWE-122,CWE-122,CWE-121,736,CWE-122,CWE-121
2,BIN_6852016,5571,CWE-122,CWE-122,CWE-121,844,CWE-121,CWE-121
2,BIN_6864243,6329,CWE-122,CWE-122,CWE-121,1602,CWE-121,CWE-121
2,BIN_6869717,5912,CWE-122,CWE-122,CWE-121,1185,CWE-121,CWE-121
2,BIN_6881989,7200,CWE-122,CWE-122,CWE-121,2473,CWE-122,CWE-121
2,BIN_6907430,5703,CWE-122,CWE-122,CWE-121,976,CWE-122,CWE-121
2,BIN_6908553,5952,CWE-122,CWE-122,CWE-121,1225,CWE-122,CWE-121
2,BIN_6914360,5704,CWE-122,CWE-122,CWE-121,977,CWE-122,CWE-121
2,BIN_6916808,5513,CWE-122,CWE-122,CWE-121,786,CWE-122,CWE-121
2,BIN_6933669,5849,CWE-122,CWE-122,CWE-121,1122,CWE-122,CWE-121
2,BIN_6936347,7101,CWE-122,CWE-122,CWE-121,2374,CWE-122,CWE-121
2,BIN_6944536,6825,CWE-122,CWE-122,CWE-121,2098,CWE-122,CWE-121
2,BIN_6951048,6626,CWE-122,CWE-122,CWE-121,1899,CWE-126,CWE-121
2,BIN_6967346,5850,CWE-122,CWE-122,CWE-121,1123,CWE-122,CWE-121
2,BIN_6987537,5964,CWE-122,CWE-122,CWE-121,1237,CWE-122,CWE-121
2,BIN_6990626,6960,CWE-122,CWE-122,CWE-121,2233,CWE-122,CWE-121
2,BIN_6994088,5460,CWE-122,CWE-122,CWE-121,733,CWE-122,CWE-121
2,BIN_6996683,6759,CWE-122,CWE-122,CWE-121,2032,CWE-122,CWE-121
2,BIN_6997142,5958,CWE-122,CWE-122,CWE-121,1231,CWE-122,CWE-121
2,BIN_7033805,5196,CWE-122,CWE-122,CWE-121,469,CWE-126,CWE-126
2,BIN_7038306,7142,CWE-122,CWE-122,CWE-121,2415,CWE-122,CWE-121
2,BIN_7044977,5951,CWE-122,CWE-122,CWE-121,1224,CWE-122,CWE-121
2,BIN_7064708,7154,CWE-122,CWE-122,CWE-121,2427,CWE-122,CWE-121
2,BIN_7074641,5856,CWE-122,CWE-122,CWE-121,1129,CWE-122,CWE-121
2,BIN_7075138,5955,CWE-122,CWE-122,CWE-121,1228,CWE-122,CWE-121
2,BIN_7088831,5957,CWE-122,CWE-122,CWE-121,1230,CWE-122,CWE-121
2,BIN_7098862,5624,CWE-122,CWE-122,CWE-121,897,CWE-121,CWE-121
2,BIN_7157540,6444,CWE-122,CWE-122,CWE-121,1717,CWE-122,CWE-126
2,BIN_7167629,6096,CWE-122,CWE-122,CWE-121,1369,CWE-121,CWE-121
2,BIN_7171081,6873,CWE-122,CWE-122,CWE-121,2146,CWE-122,CWE-121
2,BIN_7192118,6447,CWE-122,CWE-122,CWE-121,1720,CWE-126,CWE-121
2,BIN_7197650,6087,CWE-122,CWE-122,CWE-121,1360,CWE-121,CWE-121
2,BIN_7199000,4956,CWE-122,CWE-122,CWE-121,229,CWE-122,CWE-122
2,BIN_7217464,6006,CWE-122,CWE-122,CWE-121,1279,CWE-122,CWE-121
2,BIN_7250134,6908,CWE-122,CWE-122,CWE-121,2181,CWE-122,CWE-121
2,BIN_7257855,6781,CWE-122,CWE-122,CWE-121,2054,CWE-122,CWE-121
2,BIN_7280762,5480,CWE-122,CWE-122,CWE-121,753,CWE-121,CWE-121
2,BIN_7288470,4993,CWE-122,CWE-122,CWE-121,266,CWE-126,CWE-126
2,BIN_7305078,5617,CWE-122,CWE-122,CWE-121,890,CWE-122,CWE-121
2,BIN_7325876,6231,CWE-122,CWE-122,CWE-121,1504,CWE-121,CWE-121
2,BIN_7334744,6438,CWE-122,CWE-122,CWE-121,1711,CWE-121,CWE-121
2,BIN_7356822,6475,CWE-122,CWE-122,CWE-121,1748,CWE-126,CWE-121
2,BIN_7368551,6717,CWE-122,CWE-122,CWE-121,1990,CWE-126,CWE-121
2,BIN_7381915,6634,CWE-122,CWE-122,CWE-121,1907,CWE-126,CWE-121
2,BIN_7386310,5148,CWE-122,CWE-122,CWE-121,421,CWE-126,CWE-121
2,BIN_7389770,6824,CWE-122,CWE-122,CWE-121,2097,CWE-122,CWE-121
2,BIN_7394357,7119,CWE-122,CWE-122,CWE-121,2392,CWE-122,CWE-126
2,BIN_7395087,5229,CWE-122,CWE-122,CWE-121,502,CWE-121,CWE-121
2,BIN_7401577,5317,CWE-122,CWE-122,CWE-121,590,CWE-121,CWE-121
2,BIN_7402246,7056,CWE-122,CWE-122,CWE-121,2329,CWE-121,CWE-121
2,BIN_7405684,6387,CWE-122,CWE-122,CWE-121,1660,CWE-121,CWE-121
2,BIN_7413700,5907,CWE-122,CWE-122,CWE-121,1180,CWE-122,CWE-121
2,BIN_7419271,4937,CWE-126,CWE-126,CWE-121,210,CWE-121,CWE-121
2,BIN_7424577,5989,CWE-122,CWE-122,CWE-121,1262,CWE-122,CWE-121
2,BIN_7425440,5945,CWE-122,CWE-122,CWE-121,1218,CWE-122,CWE-121
2,BIN_7426649,6587,CWE-122,CWE-122,CWE-121,1860,CWE-126,CWE-121
2,BIN_7439736,5944,CWE-122,CWE-122,CWE-121,1217,CWE-122,CWE-121
2,BIN_7442066,5759,CWE-122,CWE-122,CWE-121,1032,CWE-121,CWE-121
2,BIN_7457199,6236,CWE-122,CWE-122,CWE-121,1509,CWE-121,CWE-121
2,BIN_7463260,7072,CWE-122,CWE-122,CWE-121,2345,CWE-122,CWE-126
2,BIN_7473873,7113,CWE-122,CWE-122,CWE-121,2386,CWE-121,CWE-121
2,BIN_7487982,6045,CWE-122,CWE-122,CWE-121,1318,CWE-121,CWE-121
2,BIN_7489794,6296,CWE-122,CWE-122,CWE-121,1569,CWE-121,CWE-121
2,BIN_7490692,6540,CWE-122,CWE-122,CWE-121,1813,CWE-122,CWE-121
2,BIN_7504711,6578,CWE-122,CWE-122,CWE-121,1851,CWE-126,CWE-121
2,BIN_7543150,5707,CWE-122,CWE-122,CWE-121,980,CWE-122,CWE-121
2,BIN_7547511,6420,CWE-122,CWE-122,CWE-121,1693,CWE-121,CWE-121
2,BIN_7550664,6052,CWE-122,CWE-122,CWE-121,1325,CWE-121,CWE-121
2,BIN_7573262,6377,CWE-122,CWE-122,CWE-121,1650,CWE-121,CWE-121
2,BIN_7578395,5481,CWE-122,CWE-122,CWE-121,754,CWE-121,CWE-121
2,BIN_7583455,6854,CWE-122,CWE-122,CWE-121,2127,CWE-122,CWE-121
2,BIN_7589528,5908,CWE-122,CWE-122,CWE-121,1181,CWE-121,CWE-121
2,BIN_7606177,4963,CWE-126,CWE-126,CWE-121,236,CWE-122,CWE-126
2,BIN_7633690,6722,CWE-122,CWE-122,CWE-121,1995,CWE-126,CWE-121
2,BIN_7635917,5374,CWE-122,CWE-122,CWE-121,647,CWE-122,CWE-121
2,BIN_7646681,5104,CWE-122,CWE-122,CWE-121,377,CWE-126,CWE-126
2,BIN_7675188,4994,CWE-122,CWE-122,CWE-121,267,CWE-126,CWE-126
2,BIN_7675509,5755,CWE-122,CWE-122,CWE-121,1028,CWE-121,CWE-121
2,BIN_7689626,6956,CWE-122,CWE-122,CWE-121,2229,CWE-122,CWE-121
2,BIN_7695038,6852,CWE-122,CWE-122,CWE-121,2125,CWE-122,CWE-121
2,BIN_7699468,6277,CWE-122,CWE-122,CWE-121,1550,CWE-121,CWE-121
2,BIN_7724395,6241,CWE-122,CWE-122,CWE-121,1514,CWE-121,CWE-121
2,BIN_7734574,6963,CWE-122,CWE-122,CWE-121,2236,CWE-122,CWE-121
2,BIN_7783154,6782,CWE-122,CWE-122,CWE-121,2055,CWE-122,CWE-121
2,BIN_7828475,7164,CWE-122,CWE-122,CWE-121,2437,CWE-122,CWE-126
2,BIN_7829971,5664,CWE-122,CWE-122,CWE-121,937,CWE-122,CWE-121
2,BIN_7847747,6484,CWE-122,CWE-122,CWE-121,1757,CWE-126,CWE-121
2,BIN_7864087,6471,CWE-122,CWE-122,CWE-121,1744,CWE-126,CWE-121
2,BIN_7871300,6201,CWE-122,CWE-122,CWE-121,1474,CWE-121,CWE-121
2,BIN_7873808,6098,CWE-122,CWE-122,CWE-121,1371,CWE-121,CWE-121
2,BIN_7882731,5620,CWE-122,CWE-122,CWE-121,893,CWE-121,CWE-121
2,BIN_7891992,5224,CWE-122,CWE-122,CWE-121,497,CWE-126,CWE-121
2,BIN_7892592,6441,CWE-122,CWE-122,CWE-121,1714,CWE-121,CWE-121
2,BIN_7894088,7002,CWE-122,CWE-122,CWE-121,2275,CWE-122,CWE-121
2,BIN_7926653,5478,CWE-122,CWE-122,CWE-121,751,CWE-122,CWE-121
2,BIN_7931205,5760,CWE-122,CWE-122,CWE-121,1033,CWE-121,CWE-121
2,BIN_7939955,7050,CWE-122,CWE-122,CWE-121,2323,CWE-121,CWE-121
2,BIN_7968832,6620,CWE-122,CWE-122,CWE-121,1893,CWE-126,CWE-121
2,BIN_7985591,6341,CWE-122,CWE-122,CWE-121,1614,CWE-121,CWE-121
2,BIN_7989829,5988,CWE-122,CWE-122,CWE-121,1261,CWE-122,CWE-121
2,BIN_8004172,6036,CWE-122,CWE-122,CWE-121,1309,CWE-121,CWE-121
2,BIN_8011765,6959,CWE-122,CWE-122,CWE-121,2232,CWE-122,CWE-121
2,BIN_8020757,5000,CWE-122,CWE-122,CWE-121,273,CWE-126,CWE-126
2,BIN_8032173,6490,CWE-122,CWE-122,CWE-121,1763,CWE-126,CWE-121
2,BIN_8062573,5606,CWE-122,CWE-122,CWE-121,879,CWE-122,CWE-121
2,BIN_8090969,7198,CWE-122,CWE-122,CWE-121,2471,CWE-122,CWE-121
2,BIN_8091666,5954,CWE-122,CWE-122,CWE-121,1227,CWE-122,CWE-121
2,BIN_8094888,5475,CWE-122,CWE-122,CWE-121,748,CWE-122,CWE-121
2,BIN_8094916,5751,CWE-122,CWE-122,CWE-121,1024,CWE-121,CWE-121
2,BIN_8103703,6815,CWE-122,CWE-122,CWE-121,2088,CWE-122,CWE-121
2,BIN_8142499,5660,CWE-122,CWE-122,CWE-121,933,CWE-122,CWE-121
